codigo;razao_10mais_40menos_2000;razao_20mais_40menos_2000;indigentes_2000;pobres_2000;idhm_renda_2003;idhm_edu_2003
4122404;17,04;11,178;6,039;23,092;0,74;0,888
4122503;22,468;14,889;38,825;66,453;0,601;0,818
4122602;13,141;8,996;7,667;35,07;0,672;0,826
4122651;24,28;15,826;44,878;70,807;0,584;0,756
4122701;10,712;7,177;7,969;30,469;0,665;0,843
4122800;19,084;13,832;43,381;63,921;0,593;0,839
4122909;21,215;13,809;37,614;67,667;0,608;0,783
4123006;18,459;12,853;26,084;53,408;0,638;0,831
4123105;18,637;11,32;21,799;55,613;0,632;0,795
4123204;12,897;8,734;28,942;62,52;0,602;0,78
4123303;14,997;10,094;17,056;48,217;0,648;0,826
4123402;12,637;8,669;6,339;26,327;0,691;0,839
4123501;20,886;13,621;19,364;36,684;0,699;0,909
4123600;12,533;8,716;10,04;37,912;0,65;0,82
4123709;15,535;10,246;13,599;42,131;0,661;0,843
4123808;18,701;12,023;16,945;47,865;0,659;0,842
4123824;20,757;14,219;30,042;56,495;0,648;0,821
4123857;15,813;11,456;48,715;76,177;0,54;0,775
4123907;14,089;9,656;14,261;44,312;0,659;0,809
4123956;11,078;7,865;32,168;62,972;0,589;0,777
4124004;22,769;14,677;26,896;58,697;0,626;0,767
4124020;9,237;7,053;16,587;38,548;0,634;0,849
4124053;18,442;12,716;15,82;33,045;0,704;0,879
4124103;15,855;10,762;12,094;34,862;0,689;0,834
4124202;8,602;6,198;17,869;51,675;0,619;0,81
4124301;19,115;13,178;22,838;52,683;0,63;0,809
4124400;18,843;12,913;30,059;56,955;0,628;0,833
4124509;13,089;8,802;6,264;37,16;0,675;0,854
4124608;8,444;6,055;4,952;31,599;0,66;0,81
4124707;22,652;14,617;36,774;68,151;0,598;0,745
4124806;23,668;15,074;19,703;44,219;0,683;0,877
4124905;12,088;8,173;14,99;47,287;0,63;0,781
4125001;12,594;9,134;22,26;51,01;0,628;0,789
4125100;19,446;12,958;44,54;71,368;0,587;0,831
4125209;18,566;12,332;20,914;48,551;0,668;0,882
4125308;14,603;10,245;6,705;28,052;0,705;0,866
4125357;14,691;9,714;24,919;53,62;0,62;0,825
4125407;17,595;12,506;39,667;66,12;0,607;0,791
4125456;12,874;9,113;33,442;63,069;0,61;0,794
4125506;14,505;9,99;8,561;22,964;0,731;0,893
4125555;10,194;7,589;10,38;36,354;0,647;0,854
4125605;29,566;18,854;21,718;43,801;0,696;0,871
4125704;32,754;20,749;18,346;43,111;0,729;0,884
4125753;14,387;10,278;30,516;57,756;0,612;0,816
4125803;17,515;11,083;13,889;38,152;0,669;0,823
4125902;11,49;7,597;14,026;40,037;0,648;0,818
4126009;14,19;9,686;17,016;45,521;0,633;0,787
4126108;14,944;9,414;9,125;37,076;0,653;0,854
4126207;11,499;8,074;31,057;63,394;0,58;0,743
4126256;8,918;6,441;9,58;28,083;0,646;0,858
4126272;47,081;27,491;24,465;51,492;0,697;0,831
4126306;42,944;24,255;26,169;52,873;0,705;0,807
4126355;25,993;15,286;11,524;34,363;0,694;0,902
4126405;19,737;12,449;11,733;36,063;0,688;0,84
4126504;15,834;10,271;7,44;28,569;0,735;0,847
4126603;13,837;9,314;9,448;38,037;0,664;0,829
4126652;24,804;15,967;24,848;53,08;0,663;0,867
4126678;20,806;13,857;25,392;59,276;0,62;0,737
4126702;10,06;7,49;13,542;37,666;0,667;0,82
4126801;11,761;7,717;8,756;30,556;0,658;0,825
4126900;13,317;9,328;18,062;49,874;0,637;0,807
4127007;21,414;14,298;26,574;56,296;0,641;0,855
4127106;19,774;12,744;12,627;33,479;0,711;0,865
4127205;10,432;7,143;10,072;35,861;0,655;0,823
4127304;15,802;10,39;10,257;43,109;0,672;0,83
4127403;13,294;9,084;14,726;39,554;0,661;0,841
4127502;20,643;13,152;27,998;54,447;0,615;0,774
4127601;16,063;10,955;22,111;51,98;0,631;0,818
4127700;16,515;10,838;6,959;22,626;0,73;0,927
4127809;21,175;13,016;25,794;57,292;0,64;0,802
4127858;25,47;16,491;33,953;56,005;0,642;0,816
4127882;21,831;13,561;28,012;64,738;0,594;0,695
4127908;9,777;6,941;14,544;47,378;0,619;0,797
4127957;27,784;17,244;20,012;39,695;0,704;0,876
4127965;18,155;12,197;35,942;63,868;0,582;0,801
4128005;16,824;11,381;24,44;50;0,647;0,859
4128104;15,523;10,66;7,848;22,897;0,732;0,898
4128203;17,519;11,768;10,265;34,078;0,717;0,905
4128302;13,146;9,074;11,145;41,727;0,643;0,802
4128401;17,587;11,719;14,61;44,342;0,672;0,819
4128500;26,303;16,984;26,459;54,611;0,675;0,813
4128534;19,173;11,635;21,238;55,421;0,625;0,741
4128559;25,464;15,942;25,255;55,606;0,653;0,844
4128609;15,13;10,942;17,078;38,012;0,672;0,849
4128625;9,355;6,748;16,715;50,106;0,617;0,802
4128633;16,648;11,997;57,435;82,444;0,516;0,721
4128658;14,851;10,277;19,628;47,153;0,644;0,858
4128708;16,576;11,818;17,704;45,207;0,683;0,857
4128807;15,43;10,289;19,947;51,836;0,638;0,821
4199919;;;;;;
4199929;;;;;;
4199939;;;;;;
4199949;;;;;;
3300100;18,128;12,517;15,74;35,614;0,711;0,87
3300159;18,077;11,944;12,975;36,223;0,688;0,84
3300209;20,312;13,708;17,044;40,631;0,701;0,849
3300225;15,287;10,634;12,873;35,337;0,692;0,853
3300233;21,136;13,938;12,934;29,033;0,763;0,878
3300258;14,431;10,04;9,715;27,352;0,727;0,912
3300308;15,39;10,706;12,521;33,891;0,71;0,906
3300407;16,614;11,2;11,368;30,745;0,717;0,913
3300456;12,381;9,155;20,048;41,318;0,642;0,873
3300506;15,871;10,889;13,289;38,217;0,69;0,788
3300605;16,053;11,19;15,438;43,306;0,689;0,851
3300704;24,077;15,938;16,231;36,946;0,731;0,881
3300803;13,327;9,628;14,147;39,239;0,673;0,828
3300902;15,237;10,505;22,51;51,19;0,656;0,784
3300936;9,027;6,761;13,462;32,817;0,66;0,851
3300951;11,997;8,625;16,373;42,213;0,661;0,867
3301009;19,83;13,425;17,677;44,206;0,693;0,867
3301108;19,835;13,322;20,797;44,508;0,697;0,854
3301157;14,11;9,705;23,765;57,151;0,626;0,791
3301207;23,94;15,077;20,01;46,921;0,708;0,824
3301306;14,35;9,774;9,803;24,57;0,717;0,859
3301405;14,138;10,063;17,398;38,167;0,668;0,841
3301504;15,587;10,984;13,193;36,562;0,711;0,869
3301603;14,285;9,662;14,726;46,276;0,661;0,793
3301702;15,583;11,008;18,79;38,539;0,678;0,873
3301801;13,367;9,293;12,151;39,281;0,69;0,878
3301850;17,569;11,494;15,677;38,141;0,684;0,843
3301876;18,06;12,624;14,346;27,479;0,742;0,88
3301900;14,786;10,346;19,408;40,073;0,659;0,844
3302007;15,002;10,726;15,045;36,87;0,692;0,889
3302056;15,59;10,562;15,686;45,635;0,667;0,823
3302106;25,444;15,763;13,449;40,902;0,718;0,837
3302205;16,439;11,315;14,65;37,03;0,702;0,859
3302254;17,184;11,652;8,008;26,787;0,723;0,895
3302270;14,651;10,656;26,409;51,807;0,616;0,863
3302304;13,219;9,492;24,033;51,391;0,627;0,804
3302403;18,04;12,452;7,715;21,37;0,77;0,889
3302452;15,942;11,189;16,498;38,517;0,681;0,868
3302502;14,839;10,477;18,215;39,308;0,665;0,863
3302601;19,071;12,807;10,801;29,722;0,741;0,889
3302700;17,184;12,031;11,859;28,107;0,736;0,881
3302809;16,367;11,1;11,263;29,579;0,728;0,905
3302858;;;;;;
3302908;29,843;18,813;13,435;36,571;0,764;0,876
3303005;22,996;15,272;24,407;51,281;0,686;0,829
3303104;22,817;15,001;20,945;54,13;0,689;0,829
3303203;11,569;8,707;12,226;24,717;0,724;0,933
3303302;24,645;17,789;7,495;18,351;0,891;0,96
3303401;16,23;10,899;7,085;22,51;0,758;0,885
3303500;15,306;10,784;16,669;35,661;0,686;0,884
3303609;12,675;8,959;11,441;31,395;0,707;0,897
3303708;20,836;13,494;15,768;39,192;0,704;0,835
3303807;22,147;14,478;14,539;33,662;0,731;0,827
3303856;21,204;13,996;27,082;51,14;0,665;0,798
3303906;19,772;13,225;9,891;24,025;0,773;0,888
3303955;16,135;11,437;16,693;40,212;0,688;0,91
3304003;19,41;13,44;18,861;40,173;0,704;0,875
3304102;16,234;11,027;27,145;54,839;0,64;0,81
3304110;16,555;11,008;16,069;38,137;0,667;0,871
3304128;16,094;11,017;14,227;38,591;0,686;0,868
3304144;12,788;9,264;18,409;40,806;0,642;0,865
3304151;15,023;10,388;17,637;46,403;0,641;0,845
3304201;18,628;12,956;9,019;25,804;0,758;0,918
3304300;19,479;12,841;13,643;37,293;0,711;0,833
3304409;14,079;10,226;18,897;43,369;0,66;0,802
3304508;16,392;10,94;21,752;57,766;0,646;0,845
3304524;20,32;13,633;10,766;26,651;0,742;0,869
3304557;26,845;18,235;10,284;23,258;0,84;0,933
3304607;14,868;9,978;17,26;49,571;0,66;0,794
3304706;16,723;10,81;13,223;40,818;0,689;0,814
3304755;24,026;14,732;31,534;64,676;0,616;0,715
3304805;16,802;11,547;22,168;46,085;0,668;0,822
3304904;12,217;8,968;11,741;28,403;0,707;0,896
3305000;14,106;9,951;19,387;47,329;0,637;0,794
3305109;11,3;8,383;13,423;30,046;0,683;0,895
3305133;18,117;12,268;22,915;51,071;0,657;0,766
3305158;15,6;10,627;16,995;40,793;0,67;0,782
3305208;16,197;11,461;13,968;31,226;0,701;0,876
3305307;12,471;9,103;24,569;53,296;0,631;0,785
3305406;18,613;12,594;18,477;44,882;0,694;0,801
3305505;17,406;12,07;16,388;38,459;0,705;0,848
3305554;19,083;12,884;17,885;39,062;0,684;0,882
3305604;19,339;13;26,422;54,859;0,652;0,799
3305703;18,148;12,436;19,682;43,927;0,672;0,717
3305752;11,763;8,367;18,026;38,751;0,64;0,837
3305802;19,7;13,029;8,729;27,385;0,758;0,861
3305901;24,858;15,078;23,84;53,701;0,665;0,755
3306008;16,577;11,469;13,582;38,214;0,703;0,893
3306107;16,668;11,617;18,383;38,959;0,706;0,895
3306156;19,031;12,213;23,09;56,25;0,636;0,782
3306206;21,014;14,007;12,883;40,916;0,717;0,881
3306305;15,746;11,127;10,664;25,115;0,75;0,931
3399919;;;;;;
3399929;;;;;;
2400109;11,516;8,121;27,934;58,389;0,59;0,777
2400208;23,471;15,439;32,578;62,6;0,599;0,754
2400307;31,412;19,953;57,362;80,787;0,528;0,683
2400406;40,43;31,883;72,749;87,857;0,446;0,664
2400505;24,448;18,07;59,044;80,744;0,503;0,702
2400604;27,213;19,396;53,729;80,29;0,513;0,721
2400703;15,832;10,516;28,27;57,406;0,602;0,751
2400802;19,852;13,323;43,215;73,974;0,565;0,728
2400901;35,452;25,61;60,792;85,482;0,478;0,716
2401008;19,915;13,761;48,918;74,762;0,52;0,724
2401107;17,138;12,454;32,79;56,514;0,605;0,81
2401206;20,818;14,156;47,319;76,847;0,53;0,701
2401305;28,61;18,335;58,108;83,463;0,529;0,694
2401404;22,928;16,557;51,222;76,486;0,521;0,712
2401453;14,835;10,143;47,095;79,543;0,522;0,648
2401503;19,479;14,609;61,338;85,121;0,496;0,663
2401602;170,859;115,353;66,19;88,207;0,458;0,683
2401651;26,268;16,743;57,803;85,766;0,485;0,704
2401701;21,841;15,322;52,922;80,019;0,516;0,657
2401800;18,339;12,574;54,414;79,828;0,529;0,667
2401859;10,891;8,429;48,147;78,397;0,496;0,723
2401909;43,291;30,135;54,884;79,451;0,514;0,713
2402006;19,336;12,463;16,727;45,825;0,663;0,801
2402105;41,315;28,353;59,616;83,103;0,511;0,708
2402204;23,508;16,664;59,338;84,879;0,486;0,68
2402303;16,298;12,034;48,416;78,059;0,518;0,723
2402402;11,73;8,233;24,434;56,252;0,612;0,809
2402501;47,917;30,588;54,77;77,812;0,57;0,692
2402600;21,792;15,044;47,366;75,984;0,544;0,723
2402709;23,877;16,595;63,123;86,875;0,482;0,697
2402808;83,842;56,814;68,312;88,349;0,468;0,629
2402907;205,604;152,186;70,88;87,496;0,442;0,682
2403004;25,121;15,218;28,728;62,258;0,619;0,768
2403103;25,144;16,121;32,924;59,861;0,631;0,789
2403202;154,564;112,26;71,176;88,048;0,446;0,697
2403251;22,846;15,771;18,988;42,297;0,703;0,856
2403301;18,3;13,92;59,503;83,22;0,481;0,729
2403400;12,194;8,432;37,845;73,844;0,54;0,718
2403509;29,495;19,836;64,718;87,269;0,484;0,644
2403608;17,697;12,5;35,527;62,852;0,593;0,779
2403707;15,603;11,679;47,879;74,39;0,518;0,758
2403756;23,31;15,358;52,3;78,86;0,535;0,71
2403806;16,841;11,704;45,53;75,164;0,543;0,757
2403905;22,878;17,538;55,368;75,81;0,527;0,69
2404002;26,33;19,168;55,754;79,677;0,503;0,728
2404101;71,984;49,237;59,954;82,194;0,499;0,65
2404200;29,161;17,875;45,889;74;0,551;0,724
2404309;19,481;13,933;51,643;78,951;0,506;0,746
2404408;13,93;10,381;36,481;64,101;0,549;0,743
2404507;12,868;9,063;41,317;73,825;0,528;0,734
2404606;36,028;24,143;66,103;88,831;0,474;0,623
2404705;19,177;13,655;53,979;78,617;0,515;0,68
2404804;13,779;10,569;28,557;64,165;0,567;0,753
2404853;16,68;11,575;46,52;76,855;0,523;0,734
2404903;18,903;12,749;46,96;74,03;0,542;0,778
2405009;28,226;18,575;54,467;78,051;0,529;0,694
2405108;15,087;10,732;51,995;81,331;0,503;0,61
2405207;15,662;10,726;48,825;80,609;0,514;0,688
2405306;40,277;28,562;66,466;87,206;0,473;0,644
2405405;1646,478;1238,355;75,85;90,487;0,432;0,59
2405504;12,933;9,632;57,708;84,13;0,497;0,732
2405603;13,452;9,094;32,072;65,753;0,563;0,709
2405702;16,063;10,501;24,811;54,726;0,615;0,8
2405801;27,564;17,803;49,234;76,092;0,546;0,683
2405900;;;72,212;88,605;0,427;0,65
2406007;50,425;33,769;59,483;80,321;0,508;0,673
2406106;21,687;14,456;46,154;74,862;0,551;0,684
2406155;;;;;;
2406205;32,839;21,335;62,347;82,295;0,499;0,658
2406304;39,606;28,892;71,798;90,002;0,457;0,63
2406403;17,109;12,298;60,105;85,426;0,499;0,744
2406502;42,019;28,269;63,744;86,713;0,485;0,721
2406601;24,417;18,459;64,087;86,987;0,482;0,622
2406700;14,432;9,778;42,96;73,041;0,544;0,747
2406809;28,247;20,063;58,504;79,72;0,511;0,752
2406908;22,706;18,406;52,08;77,713;0,533;0,759
2407005;51,933;37,83;65,058;80,765;0,479;0,723
2407104;19,199;12,605;39,236;69,115;0,566;0,736
2407203;12,397;8,79;27,242;56,213;0,593;0,767
2407252;17,673;13,593;61,656;82,44;0,482;0,68
2407302;47,788;32,92;61,912;84,209;0,495;0,696
2407401;50,64;34,395;55,946;78,054;0,531;0,854
2407500;14,583;11,496;54,519;78,838;0,48;0,706
2407609;10,774;7,363;45,341;78,181;0,528;0,705
2407708;15,278;11,697;53,588;80,935;0,491;0,651
2407807;26,243;18,146;58,207;83,784;0,504;0,672
2407906;29,114;21,761;66,01;88,391;0,468;0,608
2408003;21,394;14,086;24,649;50,123;0,639;0,827
2408102;30,512;20,279;18,178;41,775;0,746;0,887
2408201;22,195;14,363;41,699;73,646;0,575;0,75
2408300;31,558;21,076;58,191;82,432;0,513;0,669
2408409;10,274;7,941;48,501;77,655;0,513;0,683
2408508;14,51;9,954;36,229;65,896;0,571;0,772
2408607;42,572;29,794;65,368;84,154;0,465;0,715
2408706;24,436;15,208;48,194;79,268;0,538;0,689
2408805;17,614;11,997;58,553;86,719;0,487;0,629
2408904;15,125;10,215;36,08;65,904;0,576;0,781
2408953;30,955;21,047;60,694;86,24;0,482;0,671
2409100;26,789;17,999;59,535;85,106;0,505;0,661
2409209;29,316;20,888;61,291;85,14;0,498;0,714
2409308;38,17;23,028;44,346;70,694;0,596;0,735
2409332;17,689;12,56;54,071;81,008;0,515;0,699
2409407;18,399;12,655;28,671;54,067;0,631;0,792
2409506;14,164;10,222;58,999;85,858;0,481;0,674
2409605;187,614;133,799;69,832;85,865;0,469;0,663
2409704;26,755;17,117;50,171;76,828;0,557;0,68
2409803;37,829;24,204;59,549;85,752;0,523;0,694
2409902;12,227;8,896;38,799;71,614;0,549;0,736
2410009;14,826;11,756;50,699;76,902;0,505;0,718
2410108;12,854;9,299;56,742;86,172;0,477;0,677
2410207;35,295;23,159;58,992;81,371;0,509;0,742
2410256;16,237;11,673;53;81,556;0,494;0,652
2410306;94,686;54,48;67,624;86,133;0,548;0,622
2410405;18,082;13,519;65,633;86,907;0,477;0,711
2410504;19,792;14,87;57,922;78,53;0,506;0,754
2410603;19,508;13,821;49,603;78,869;0,514;0,749
2410702;26,584;22,787;61,669;80,532;0,517;0,706
2410801;23,554;18,603;68,188;88,2;0,45;0,75
2410900;39,512;24,677;58,73;83,761;0,518;0,69
2411007;13,417;9,612;47,319;78,397;0,534;0,697
2411056;13,63;8,933;30,69;66,853;0,571;0,749
2411106;37,823;26,853;65,132;88,444;0,474;0,661
2411205;36,79;24,831;56,915;78,017;0,554;0,709
2411403;25,215;17,575;60,934;84,3;0,484;0,701
2411429;6,565;5,403;36,285;70,211;0,548;0,767
2411502;42,581;27,613;58,616;82,278;0,546;0,664
2411601;34,15;21,102;51,775;80,573;0,508;0,745
2411700;23,379;16,762;67,145;86,992;0,47;0,683
2411809;7,925;6,091;30,262;66,949;0,548;0,707
2411908;21,722;14,575;51,589;76,881;0,528;0,723
2412005;13,938;9,782;31,8;61,091;0,567;0,782
2412104;15,91;11,113;33,473;64,139;0,569;0,801
2412203;16,698;11,672;42,189;74,379;0,549;0,737
2412302;30,743;20,942;58,285;82,291;0,512;0,702
2412401;18,548;11,517;28,917;60,46;0,609;0,808
2412500;38,745;27,106;64,736;83,195;0,492;0,688
2412559;24,711;18,07;67,263;87,757;0,451;0,646
2412609;21,542;14,141;44,511;74,859;0,551;0,706
2412708;21,798;16,517;60,741;84,152;0,489;0,698
2412807;21,336;14,009;44,83;72,012;0,548;0,683
2412906;27,918;19,535;59,411;81,926;0,504;0,699
2413003;23,182;15,759;50,517;76,348;0,525;0,745
2413102;24,281;17,483;61,904;85,738;0,491;0,658
2413201;11,615;7,752;40,172;77,56;0,532;0,73
2413300;57,327;43,99;68,118;89,329;0,446;0,649
2413359;10,188;7,565;42,024;73,207;0,523;0,704
2413409;13,52;9,547;32,716;71,652;0,552;0,685
2413508;73,463;45,883;70,691;89,436;0,481;0,634
2413557;46,391;31,64;56,192;79,792;0,518;0,747
2413607;17,181;11,691;55,066;83,522;0,492;0,707
2413706;41,812;30,072;66,815;89,267;0,46;0,651
2413805;10,907;8,186;48,559;79,112;0,524;0,704
2413904;22,15;15,288;62,608;88,267;0,472;0,679
2414001;21,113;15,532;60,299;81,385;0,494;0,74
2414100;53,813;37,983;69,296;88,399;0,465;0,677
2414159;15,272;10,97;50,232;77,566;0,513;0,775
2414209;19,184;12,362;41,662;71,801;0,577;0,711
2414308;24,817;14,973;24,23;59,59;0,596;0,756
2414407;28,405;18,778;54,023;81,709;0,511;0,673
2414456;57,902;37,091;64,616;88,106;0,486;0,673
2414506;22,841;15,616;49,327;75,274;0,54;0,74
2414605;32,655;23,883;62,516;84,065;0,476;0,681
2414704;17,23;12,847;58,57;83,482;0,495;0,672
2414753;;;78,968;93,208;0,395;0,664
2414803;23,95;15,011;48,749;77,076;0,553;0,642
2414902;13,167;10,117;50,187;78,812;0,49;0,822
2415008;50,017;28,521;51,806;80,842;0,552;0,706
1100015;21,28;14,16;27,098;53,326;0,647;0,8
1100023;21,866;14,277;13,501;35,628;0,706;0,841
1100031;18,271;12,816;30,066;55,108;0,633;0,805
1100049;18,629;12,642;15,524;40,096;0,681;0,84
1100056;23,202;15,277;24,443;49,974;0,697;0,842
1100064;19,427;13,202;21,739;50,427;0,658;0,839
1100072;19,059;12,888;34,627;64,91;0,576;0,779
1100080;25,631;18,104;31,408;61,739;0,621;0,807
1100098;31,363;19,756;29,601;50,131;0,669;0,792
1100106;25,956;18,059;28,692;50,635;0,667;0,864
1100114;21,383;14,362;21,981;44,72;0,656;0,807
1100122;21,832;14,275;13,167;35,906;0,707;0,853
1100130;58,34;40,945;39,265;54,555;0,62;0,772
1100148;18,814;13,131;29,182;55,973;0,618;0,789
1100155;23,254;15,004;19,126;44,04;0,69;0,814
1100189;22,611;15,114;17,138;40,879;0,699;0,86
1100205;26,973;17,972;15,931;37,513;0,728;0,898
1100254;22,164;15,131;28,48;53,509;0,637;0,808
1100262;103,735;57,451;29,87;51,578;0,695;0,781
1100288;19,888;13,273;18,117;42,453;0,677;0,84
1100296;12,198;9,291;31,403;58,805;0,572;0,804
1100304;18,874;12,921;13,224;32,354;0,718;0,892
1100320;15,684;11,002;24,218;52,137;0,603;0,744
1100338;69,839;42,975;45,176;70,123;0,588;0,755
1100346;36,769;22,866;36,728;60,928;0,622;0,791
1100379;14,065;10,434;38,259;64,609;0,56;0,766
1100403;33,433;20,96;22,804;51,406;0,679;0,772
1100452;32,899;19,938;18,661;42,843;0,687;0,723
1100502;37,591;25,24;30,272;54,385;0,666;0,773
1100601;31;19,385;26,096;49,671;0,659;0,769
1100700;68,384;45,518;28,511;47,259;0,667;0,742
1100809;15,458;10,949;26,026;58,768;0,59;0,789
1100908;48,976;33,384;35,538;60,361;0,609;0,794
1100924;19,468;12,133;23,615;52,613;0,625;0,801
1100940;35,546;22,516;28,739;49,709;0,65;0,764
1101005;31,45;20,86;35,027;59,607;0,62;0,751
1101104;35,663;21,724;27,469;53,511;0,642;0,791
1101203;54,811;33,789;36,683;59,236;0,65;0,75
1101302;17,805;12,666;29,639;51,217;0,636;0,759
1101401;15,839;10,451;21,46;49,332;0,631;0,745
1101435;19,049;12,751;35,652;63,16;0,578;0,782
1101450;38,483;25,602;41,906;69,411;0,569;0,743
1101468;12,728;9,745;32,895;58,998;0,592;0,84
1101476;13,909;9,607;31,711;63,339;0,582;0,806
1101484;16,635;11,292;33,099;60,29;0,596;0,791
1101492;13,85;10,311;11,028;34,792;0,687;0,748
1101500;18,75;12,509;27,338;59,546;0,614;0,773
1101559;15,509;10,521;28,302;57,691;0,606;0,773
1101609;26,719;18,492;43,521;73,407;0,561;0,759
1101708;25,752;17,679;38,055;64,436;0,583;0,754
1101757;23,241;15,442;20,244;40,497;0,679;0,726
1101807;37,358;25,188;36,573;57,277;0,635;0,772
1400027;69,79;45,31;30,349;55,473;0,53;0,707
1400050;36,641;27,634;45,678;67,893;0,503;0,831
1400100;21,05;14,367;13,721;34,378;0,725;0,91
1400159;14,199;10,125;45,757;74,431;0,527;0,785
1400175;22,626;15,367;44,821;70,787;0,566;0,761
1400209;30,214;20,837;32,384;54,653;0,619;0,789
1400233;74,738;47,683;48,34;68,296;0,596;0,805
1400282;19,159;12,288;26,042;53,303;0,619;0,821
1400308;22,614;15,013;28,406;53,26;0,631;0,795
1400407;;;73,15;84,349;0,472;0,747
1400456;89,79;56,768;41,451;65,255;0,607;0,849
1400472;71,884;44,744;49,453;65,212;0,593;0,766
1400506;28,672;20,082;38,166;60,266;0,609;0,853
1400605;36,097;24,053;39,877;63,822;0,609;0,842
1400704;;;76,063;87,196;0,423;0,621
4300034;;;;;;
4300059;11,088;8,116;6,498;30,347;0,7;0,88
4300109;15,209;10,087;8,393;30,841;0,712;0,843
4300208;10,527;7,937;13,765;33,477;0,691;0,909
4300307;14,082;10,451;33,061;55,241;0,61;0,879
4300406;23,056;15,627;18,171;43,44;0,708;0,917
4300455;23,102;15,363;35,327;60,569;0,621;0,854
4300471;;;;;;
4300505;23,206;15,248;39,146;64,105;0,598;0,843
4300554;9,556;7,295;12,758;32,882;0,696;0,887
4300570;4,336;3,583;3,425;20,647;0,693;0,89
4300604;10,062;7,437;10,833;29,371;0,669;0,885
4300638;11,61;8,242;19,805;46,756;0,643;0,809
4300646;19,618;12,644;18,846;49,943;0,656;0,823
4300661;15,011;11,103;4,777;24,774;0,724;0,906
4300703;9,458;6,815;1,897;13,608;0,756;0,892
4300802;12,834;8,797;4,572;11,547;0,78;0,926
4300851;14,929;9,827;16,976;42,945;0,667;0,838
4300877;9,03;6,84;10,908;30,305;0,674;0,868
4300901;13,515;9,223;13,412;34,834;0,662;0,896
4301008;10,842;7,425;0,74;15,129;0,759;0,908
4301057;13,204;9,097;6,643;24,29;0,726;0,896
4301073;;;;;;
4301107;14,526;10,126;14,745;39,567;0,676;0,87
4301206;13,796;9,513;17,291;37,561;0,664;0,84
4301305;23,906;15,183;24,003;50,39;0,676;0,856
4301404;11,727;8,034;9,473;22,029;0,713;0,854
4301503;12,073;8,4;8,908;32,573;0,686;0,911
4301552;11,422;7,912;17,579;44,465;0,631;0,87
4301602;21,652;14,647;16,953;37,537;0,722;0,898
4301636;18,182;12,512;10,274;35,239;0,726;0,89
4301651;9,113;6,341;3,007;18,963;0,708;0,895
4301701;16,181;10,661;12,516;34,318;0,695;0,885
4301750;11,491;9,021;20,471;49,744;0,632;0,801
4301800;23,333;14,91;29,377;57,387;0,642;0,863
4301859;15,218;9,956;33,188;61,149;0,608;0,848
4301875;22,205;13,913;13,72;42,964;0,674;0,872
4301909;18,51;12,771;17,631;38,856;0,7;0,873
4301925;18,617;11,958;9,122;30,55;0,674;0,869
4301958;9,481;6,772;10,863;31,315;0,676;0,912
4302006;14,657;10,174;25,772;53,229;0,617;0,77
4302055;18,956;14,066;59,612;77,222;0,555;0,792
4302105;10,934;8,023;5,216;11,941;0,799;0,938
4302154;22,8;14,912;18,943;43,449;0,683;0,867
4302204;16,239;10,262;8,299;25,697;0,707;0,94
4302220;;;;;;
4302238;;;;;;
4302253;12,234;8,493;1,756;12,14;0,769;0,887
4302303;16,154;11,202;18,737;47,453;0,665;0,853
4302352;7,615;5,621;3,044;12,036;0,73;0,917
