codigo;razao_10mais_40menos_2000;razao_20mais_40menos_2000;indigentes_2000;pobres_2000;idhm_renda_2003;idhm_edu_2003
2201988;8,995;6,995;63,675;87,476;0,456;0,618
2202000;18,138;12,426;62,972;85,898;0,486;0,641
2202026;18,64;13,673;70,178;88,227;0,455;0,609
2202059;27,473;19,805;72,189;93,131;0,419;0,621
2202075;35,983;23,175;64,963;86,609;0,482;0,663
2202083;24,656;16,368;69,306;90,763;0,466;0,663
2202091;83,421;52,854;65,378;85,666;0,478;0,604
2202109;31,407;21,524;68,707;87,502;0,468;0,669
2202117;188,469;136,58;74,289;89,553;0,43;0,626
2202133;13,741;10,813;63,72;84,547;0,464;0,615
2202174;14,15;10,55;74,898;92,878;0,408;0,609
2202208;19,927;13,24;39,277;68,276;0,57;0,75
2202251;27,733;22,285;63,082;85,681;0,465;0,693
2202307;18,511;12,357;50,065;76,775;0,543;0,65
2202406;98,001;65,381;69,665;87,433;0,462;0,692
2202455;27,949;19,692;71,369;89,617;0,437;0,684
2202505;59,391;40,041;68,258;86,298;0,488;0,645
2202539;12,185;9,07;76,902;94,028;0,425;0,474
2202554;16,662;12,476;67,197;85,393;0,451;0,664
2202604;19,55;13,924;58,502;82,694;0,487;0,641
2202653;13,097;9,785;69,856;90,508;0,433;0,505
2202703;22,127;15,355;65,819;88,011;0,46;0,574
2202711;9,517;7,436;60,694;82,18;0,475;0,632
2202729;17,569;12,756;71,745;90,442;0,445;0,542
2202737;15,788;10,717;62,474;88,983;0,452;0,652
2202752;10,831;8,428;54,275;78,794;0,487;0,748
2202778;15,731;12,46;58,972;85,814;0,46;0,627
2202802;35,662;23,23;65,025;85,706;0,493;0,667
2202851;33,907;22,248;61,737;86,135;0,481;0,663
2202901;31,133;19,46;46,171;72,953;0,57;0,762
2203008;28,175;19,495;62,012;86,689;0,484;0,702
2203107;37,229;22,135;49,849;77,278;0,566;0,704
2203206;126,693;74,435;60,03;80,109;0,569;0,765
2203230;16,237;12,053;66,101;87,51;0,44;0,691
2203255;20,244;14,947;72,071;91,696;0,434;0,641
2203271;111,311;64,671;76,631;90,015;0,448;0,637
2203305;19,349;13,946;51,268;78,648;0,512;0,707
2203354;16,616;11,819;52,748;79,042;0,502;0,704
2203404;49,049;30,673;49,794;74,265;0,557;0,719
2203420;43,665;34,398;74,001;89,7;0,409;0,653
2203453;16,041;11,549;63,094;87,283;0,469;0,684
2203503;17,104;13,143;57,088;80,248;0,488;0,678
2203602;17,467;12,621;55,409;81,039;0,504;0,725
2203701;20,233;13,393;51,783;81,926;0,516;0,684
2203750;24,789;17,076;60,792;83,235;0,482;0,704
2203800;14,122;9,955;62,539;86,336;0,483;0,613
2203859;13,365;9,718;66,564;88,034;0,457;0,549
2203909;22,255;14,642;33,186;60,843;0,633;0,816
2204006;406,675;315,514;70,679;87,007;0,452;0,628
2204105;17,351;13,64;63,566;83,384;0,463;0,652
2204154;22,561;16,422;67,841;87,171;0,459;0,657
2204204;13,049;9,679;42,76;71,539;0,537;0,663
2204303;21,267;13,885;47,524;72,579;0,56;0,647
2204352;29,42;21,524;61,847;83,5;0,471;0,601
2204402;38,941;24,887;62,413;83,174;0,518;0,734
2204501;24,081;16,313;42,307;68,06;0,567;0,775
2204550;23,179;14,886;75,632;94,5;0,404;0,513
2204600;69,27;45,826;63,209;84,179;0,485;0,647
2204659;12,375;8,879;53,281;84,678;0,49;0,678
2204709;19,047;13,146;48,015;73,898;0,546;0,68
2204808;13,988;10,269;47,411;76,683;0,514;0,72
2204907;24,698;16,956;73,207;89,676;0,444;0,688
2205003;31,551;20,529;62,998;82,165;0,538;0,624
2205102;29,692;18,541;52,203;77,262;0,557;0,682
2205151;19,834;15,009;64,865;86,479;0,456;0,636
2205201;48,471;31,363;61,973;82,544;0,511;0,595
2205250;89,602;67,222;67,951;85,745;0,457;0,639
2205276;9,189;6,622;56,368;83,88;0,48;0,664
2205300;19,824;14,688;58,286;81,322;0,49;0,747
2205359;12,369;10,338;62,078;83,567;0,461;0,694
2205409;15,816;11,213;63,865;86,422;0,463;0,563
2205458;16,654;11,955;66,201;91,09;0,433;0,602
2205508;13,97;10,133;53,26;80,644;0,505;0,718
2205516;24,509;17,743;67,62;87,546;0,429;0,611
2205524;61,368;44,012;68,288;90,414;0,43;0,788
2205532;18,65;13,923;63,948;85,234;0,461;0,625
2205540;13,926;10,371;60,918;84,634;0,481;0,719
2205557;14,891;11,536;63,76;83,197;0,442;0,639
2205565;96,204;65,362;71,991;87,621;0,449;0,665
2205573;17,901;13,652;72,692;91,21;0,416;0,618
2205581;17,472;13,205;63,04;88,537;0,456;0,698
2205599;52,237;38,049;64,605;85,417;0,469;0,633
2205607;33,04;23,181;57,4;77,111;0,509;0,733
2205706;28,066;18,589;56,937;80,18;0,49;0,637
2205805;19,25;13,604;59,738;81,268;0,493;0,636
2205854;10,368;7,877;65,23;90,073;0,427;0,615
2205904;15,851;12,51;61,334;82,18;0,469;0,7
2205953;26,078;18,071;53,006;77,926;0,526;0,636
2206001;15,605;10,772;48,856;77,147;0,523;0,712
2206050;22,334;16,939;65,032;86,757;0,445;0,548
2206100;23,066;15,719;70,077;87,857;0,458;0,608
2206209;11,566;8,367;59,96;88,885;0,449;0,579
2206308;9,136;7,507;50,028;78,792;0,483;0,667
2206357;93,245;70,356;77,595;94,786;0,375;0,593
2206407;19,039;12,805;58,211;86,203;0,495;0,709
2206506;22,066;14,826;45,833;72,947;0,562;0,625
2206605;31,622;21,579;67,243;86,228;0,47;0,696
2206654;10,432;7,611;69,541;91,219;0,42;0,692
2206670;9,431;7,255;71,974;93,315;0,413;0,607
2206696;35,909;21,734;78,428;92,875;0,437;0,507
2206704;32,862;23,415;68,027;89,023;0,453;0,653
2206720;;;;;;
2206753;13,784;11,055;62,23;85,592;0,458;0,708
2206803;14,395;9,977;69,789;91,28;0,456;0,578
2206902;16,788;12,198;51,658;78,747;0,502;0,66
2206951;17,638;12,675;73,465;92,61;0,4;0,613
2207009;31,298;19,439;52,184;78,555;0,556;0,713
2207108;13,401;9,562;66,12;88,329;0,463;0,649
2207207;23,873;17,241;63,002;84,985;0,468;0,616
2207306;23,608;16,289;59,761;82,704;0,478;0,712
2207355;11,71;8,363;48,377;79,08;0,522;0,682
2207405;7,957;6,012;42,349;77,282;0,499;0,702
2207504;32,189;22,946;68,776;87,858;0,46;0,643
2207553;13,058;9,574;64,103;88,767;0,436;0,538
2207603;19,572;13,648;62,323;84,554;0,474;0,685
2207702;31,184;19,234;37,063;66,199;0,625;0,786
2207751;13,864;10,179;69,125;89,765;0,442;0,606
2207777;49,089;33,063;68,069;85,831;0,483;0,623
2207793;;;;;;
2207801;34,756;22,657;55,869;78,926;0,521;0,664
2207850;20,544;15,624;67,484;86,651;0,458;0,59
2207900;19,745;14,085;63,08;83,526;0,469;0,662
2207934;12,628;10,629;61,231;83,51;0,455;0,804
2207959;14,634;11,214;73,484;91,658;0,42;0,681
2208007;26,188;16,439;28,732;56,235;0,636;0,754
2208106;62,535;44,488;68,914;88,415;0,451;0,605
2208205;27,516;18,737;61,623;81,56;0,503;0,607
2208304;28,4;19,535;62,683;82,217;0,493;0,644
2208403;24,556;16,534;49,358;74,818;0,552;0,703
2208502;26,859;17,508;68,43;88,716;0,446;0,604
2208551;16,839;11,981;66,619;87,502;0,449;0,712
2208601;22,964;16,297;66,904;85,275;0,475;0,654
2208650;15,838;12,144;70,369;91,416;0,417;0,648
2208700;13,11;9,733;58,618;84,464;0,474;0,729
2208809;20,532;13,937;51,77;79,388;0,498;0,642
2208858;18,202;12,834;58,248;85,574;0,489;0,718
2208874;18,046;14,353;70,316;89,673;0,426;0,618
2208908;21,526;13,958;45,391;71,995;0,553;0,725
2209005;10,61;8,058;52,875;77,84;0,516;0,684
2209104;18,101;12,78;45,516;74,797;0,539;0,689
2209153;26,481;18,693;59,723;84,201;0,473;0,673
2209203;21,607;14,487;58,152;81,834;0,486;0,678
2209302;11,016;8,517;56,068;81,871;0,486;0,726
2209351;10,301;8,359;56,077;84,433;0,482;0,617
2209377;38,958;26,356;60,304;85,457;0,491;0,706
2209401;17,706;12,491;40,278;67,357;0,572;0,68
2209450;19,645;14,689;65,857;89,378;0,445;0,714
2209500;22,341;15,351;53,489;77,567;0,518;0,672
2209559;10,366;7,998;57,606;83,48;0,475;0,673
2209609;16,475;12,194;58,841;84,045;0,513;0,679
2209658;15,867;11,669;71,144;90,695;0,412;0,628
2209708;21,489;15,752;69,656;89,153;0,451;0,662
2209757;9,869;8,789;59,878;84,205;0,479;0,713
2209807;13,503;10,575;52,344;79,177;0,503;0,733
2209856;78,965;55,738;64,98;84,395;0,486;0,633
2209872;121,719;72,767;75,033;90,174;0,475;0,595
2209906;20,704;15,26;65,875;87,671;0,447;0,622
2209955;39,31;27,047;65,26;86,365;0,464;0,633
2209971;26,146;19,404;67,292;88,176;0,454;0,616
2210003;27,766;18,209;49,909;73,516;0,555;0,773
2210052;11,838;8,885;63,394;87,64;0,46;0,61
2210102;31,075;20,097;64,531;86,451;0,492;0,691
2210201;56,799;43,621;68,095;87,584;0,464;0,581
2210300;46,564;29,971;54,212;78,595;0,53;0,64
2210359;12,828;9,615;60,921;86,339;0,474;0,758
2210375;29,364;24,101;64,283;87,417;0,468;0,609
2210383;11,314;8,961;64,934;88,558;0,462;0,622
2210391;;;69,759;88,671;0,398;0,655
2210409;22,031;16,415;67,067;87,381;0,448;0,594
2210508;22,123;15,158;60,739;82,668;0,494;0,686
2210607;17,085;11,81;36,148;66,136;0,569;0,769
2210623;9,305;7,136;69,072;89,987;0,435;0,702
2210631;9,596;7,627;63,975;87,129;0,446;0,684
2210656;10,528;8,029;72,116;92,47;0,433;0,657
2210706;22,416;15,588;64,797;86,063;0,473;0,633
2210805;25,441;16,596;46,995;73,949;0,569;0,745
2210904;26,263;19,669;72,227;88,326;0,449;0,685
2210938;16,11;12,04;51,387;79,595;0,505;0,671
2210953;9,509;8,101;59,226;85,045;0,464;0,59
2210979;15,371;11,476;58,523;85,348;0,488;0,712
2211001;31,32;19,871;24,311;51,669;0,695;0,87
2211100;17,808;12,49;63,561;85,736;0,469;0,669
2211209;16,916;11,526;46,856;75,483;0,526;0,72
2211308;33,969;21,239;43,99;69,383;0,595;0,744
2211357;33,956;26,678;71,556;89,148;0,424;0,658
2211407;23,923;16,128;62,513;83,988;0,506;0,677
2211506;23,803;17,72;66,616;88,636;0,467;0,549
2211605;14,691;11,003;58,59;82,289;0,491;0,656
2211704;9,916;7,263;61,432;87,793;0,465;0,587
4100103;9,636;6,867;18,188;52,489;0,608;0,779
4100202;26,865;18,563;46,112;68,045;0,566;0,735
4100301;18,104;12,795;31,452;58,633;0,614;0,819
4100400;11,535;8,297;13,645;34,287;0,655;0,845
4100459;29,303;17,946;42,28;68,861;0,576;0,747
4100509;14,959;10,385;16,028;51,798;0,645;0,831
4100608;13,325;8,989;11,191;42,196;0,656;0,821
4100707;31,761;18,735;21,705;57,124;0,674;0,829
4100806;13,837;9,253;10,814;40,743;0,669;0,846
4100905;15,464;10,363;20,713;52,042;0,632;0,794
4101002;19,627;12,431;12,428;38,82;0,684;0,887
4101051;14,425;10,261;37,134;62,044;0,612;0,846
4101101;14,838;9,81;10,708;31,791;0,686;0,824
4101150;13,467;8,861;12,219;40,034;0,662;0,822
4101200;21,661;14,59;27,561;55,919;0,655;0,844
4101309;16,687;11,577;46,157;70,191;0,583;0,84
4101408;13,675;9,411;8,49;25,917;0,718;0,877
4101507;12,785;8,715;4,712;18,51;0,727;0,883
4101606;44,01;25,396;19,002;44,308;0,741;0,856
4101655;12,553;9,112;35,116;65,405;0,573;0,798
4101705;14,004;9,333;15,277;42,354;0,647;0,833
4101804;11,877;8,409;10,715;24,59;0,689;0,901
4101853;48,361;30,658;40,423;64,636;0,598;0,764
4101903;17,476;11,679;18,782;49,699;0,657;0,835
4102000;34,576;20,933;20,253;41,769;0,749;0,887
4102109;16,542;10,682;8,053;30,461;0,707;0,848
4102208;11,273;8,188;6,201;30,183;0,682;0,855
4102307;11,55;8,634;16,475;35,079;0,662;0,869
4102406;15,114;10,361;13,099;38,68;0,681;0,861
4102505;21,815;13,769;33,905;65,105;0,618;0,788
4102604;18,866;13,376;20,525;44,238;0,684;0,854
4102703;19,411;12,532;18,618;43,67;0,655;0,85
4102752;11,989;8,314;29,152;60,616;0,594;0,845
4102802;19,772;12,82;13,506;37,19;0,7;0,823
4102901;14,827;10,615;24,619;55,314;0,622;0,838
4103008;18,294;12,616;23,521;46,443;0,641;0,881
4103024;13,105;9,961;23,498;45,857;0,646;0,84
4103040;36,094;22,232;37,186;67,109;0,628;0,806
4103057;31,321;19,348;35,33;60,481;0,637;0,797
4103107;18,021;11,937;22,168;49,215;0,645;0,803
4103156;15,286;11,078;50,52;76,372;0,559;0,807
4103206;14,34;9,445;17,432;47,885;0,635;0,821
4103222;19,397;14,207;23,209;48,491;0,657;0,854
4103305;11,067;7,985;19,736;51,278;0,626;0,836
4103354;17,076;12,162;36,124;63,902;0,592;0,814
4103370;22,308;13,609;24,853;60,143;0,62;0,792
4103404;7,207;5,478;9,339;44,199;0,632;0,778
4103453;14,99;10,335;10,299;27,02;0,703;0,917
4103479;23,169;13,874;22,206;56,252;0,642;0,808
4103503;14,541;9,91;11,505;40,334;0,665;0,845
4103602;13,937;9,569;7,169;34,515;0,692;0,861
4103701;12,406;8,553;6,714;23,347;0,704;0,878
4103800;14,878;10,305;15,729;40,42;0,662;0,839
4103909;24,991;15,881;30,395;58,435;0,647;0,826
4103958;16,68;12,248;35,346;64,985;0,585;0,809
4104006;13,28;9,136;12,864;32,281;0,667;0,855
4104055;14,874;11,129;40,476;69,192;0,588;0,767
4104105;12,104;8,673;25,778;59,814;0,608;0,809
4104204;13,025;9,222;10,367;25,921;0,706;0,88
4104253;12,778;8,842;9,188;28,945;0,676;0,837
4104303;19,464;13,116;13,25;33,169;0,715;0,891
4104402;23,128;15,967;51,39;75,933;0,556;0,742
4104428;30,88;19,235;31,086;57,472;0,639;0,811
4104451;30,57;19,614;41,229;68,342;0,61;0,814
4104501;13,108;9,1;9,242;31,038;0,683;0,869
4104600;34,951;21,35;25,133;49,759;0,691;0,852
4104659;18,303;11,856;10,053;32,01;0,711;0,899
4104709;19,083;12,161;16,813;50,293;0,661;0,815
4104808;21,664;14,444;10,783;27,336;0,749;0,937
4104907;29,675;18,731;23,919;48,805;0,681;0,842
4105003;30,325;19,904;31,206;58,38;0,641;0,806
4105102;12,855;8,681;13,036;47,541;0,634;0,817
4105201;31,152;20,483;49,18;73,92;0,577;0,721
4105300;17,519;11,635;11,25;33,392;0,699;0,89
4105409;21,865;14,747;26,348;48,661;0,676;0,862
4105508;16,347;10,547;6,17;22,301;0,732;0,873
4105607;14,652;9,307;7,37;30,085;0,676;0,858
4105706;16,926;11,689;18,747;49,383;0,653;0,822
4105805;11,056;7,918;8,503;25,413;0,685;0,87
4105904;15,139;9,847;5,524;24,524;0,714;0,865
4106001;12,769;8,595;22,965;62,923;0,605;0,765
4106100;35,806;20,407;22,92;54,138;0,66;0,787
4106209;18,761;12,337;18,387;42,133;0,663;0,852
4106308;13,798;10,113;14,886;35,195;0,688;0,875
4106407;16,421;11,232;7,576;25,406;0,734;0,897
4106456;22,891;15,442;44,119;72,062;0,554;0,792
4106506;15,48;10,717;22,304;48,436;0,653;0,855
4106555;12,731;9,231;36,507;66,577;0,566;0,775
4106571;14,306;10,06;25,988;50,796;0,626;0,848
4106605;19,329;12,653;18,357;44,494;0,678;0,859
4106704;10,628;7,406;13,155;35,138;0,65;0,83
4106803;23,303;15,222;39,6;66,205;0,6;0,838
4106852;18,265;12,746;30,987;59,21;0,585;0,781
4106902;22,598;15,368;5,753;15,179;0,846;0,946
4107009;14,534;9,826;29,396;62,225;0,59;0,763
4107108;16,906;10,825;15,709;39,946;0,659;0,825
4107124;44,992;27,959;57,06;75,517;0,579;0,74
4107157;17,242;11,941;33,78;59,057;0,613;0,792
4107207;16,116;10,734;14,538;28,69;0,703;0,902
4107256;15,778;10,252;9,563;36,199;0,68;0,825
4107306;14,596;9,787;9,628;31,704;0,683;0,861
4107405;26,291;16,499;18,385;40,864;0,699;0,854
4107504;21,301;13,768;13,179;40,649;0,7;0,856
4107520;8,756;6,573;18,313;46,877;0,636;0,843
4107538;13,818;10,072;4,724;18,668;0,745;0,923
4107546;20,034;12,981;45,456;72,343;0,604;0,797
4107553;26,078;16,06;26,929;61,769;0,621;0,792
4107603;21,215;13,477;20,882;48,548;0,672;0,806
4107652;9,437;7,019;10,806;29,628;0,652;0,875
4107702;13,987;9,639;22,859;54,221;0,633;0,824
4107736;26,32;16,465;35,035;63,448;0,595;0,79
4107751;16,793;11,315;21,975;50,654;0,637;0,803
4107801;11,827;8,348;8,607;28,412;0,695;0,862
4107850;15,662;10,973;29,224;54,405;0,615;0,818
4107900;10,794;7,714;5,406;24,516;0,686;0,896
4108007;8,976;6,542;10,262;33,634;0,629;0,81
4108106;9,19;6,533;8,769;26,656;0,679;0,848
4108205;14,129;9,779;21,028;44,979;0,652;0,865
4108304;20,888;14,129;11,556;29,066;0,739;0,905
4108320;9,419;7,067;16,423;49,496;0,622;0,827
4108403;19,762;13,166;12,758;31,601;0,729;0,918
4108452;30,482;19,45;32,49;64,804;0,614;0,783
4108502;15,731;10,306;18,988;53,624;0,637;0,794
4108551;94,583;64,962;35,761;59,657;0,575;0,739
4108601;19,917;12,554;17,459;40,172;0,679;0,872
4108650;27,782;18,256;52,714;80,407;0,572;0,798
4108700;14,518;10,082;33,75;65,123;0,592;0,758
4108809;21,452;14,574;18,751;43,399;0,695;0,868
4108908;14,511;9,456;16,154;50,591;0,63;0,784
4108957;13,027;9,709;40,348;69,582;0,565;0,834
4109005;13,355;8,661;16,93;41,89;0,645;0,831
4109104;8,606;6,751;11,852;41,347;0,641;0,827
4109203;14,359;9,662;8,851;40,403;0,664;0,811
4109302;29,442;18,813;29,376;56,503;0,664;0,816
4109401;28,061;17,46;15,765;39,886;0,72;0,886
4109500;17,145;11,996;45,261;72,519;0,553;0,76
4109609;21,661;13,688;14,959;34,912;0,71;0,871
4109658;26,2;16,62;37,066;62,335;0,579;0,813
4109708;15,889;10,832;17,892;51,435;0,639;0,79
4109757;12,966;9,01;25,179;55,741;0,62;0,827
4109807;16,318;10,721;9,377;29,186;0,711;0,868
4109906;18,706;12,119;15,141;47,946;0,656;0,815
4110003;13,873;9,402;10,767;36,85;0,672;0,839
4110052;17,105;11,545;38,256;63,352;0,609;0,806
4110078;21,719;14,265;31,551;61,772;0,604;0,704
4110102;20,218;13,152;20,873;52,374;0,647;0,827
4110201;26,967;16,809;34,661;68,384;0,61;0,792
4110300;9,762;7,054;13,077;42,808;0,631;0,783
4110409;9,371;6,889;11,979;40,014;0,654;0,841
4110508;19,608;12,672;26,334;57,131;0,627;0,809
4110607;16,753;10,94;19,889;51,303;0,64;0,852
4110656;13,355;9,911;41,869;63,953;0,599;0,78
4110706;18,034;12,221;16,879;44,135;0,668;0,876
4110805;27,356;16,743;32,747;65,402;0,62;0,772
4110904;30,951;17,871;15,194;50,22;0,661;0,796
4110953;24,593;15,651;15,361;40,125;0,68;0,878
4111001;12,754;8,709;13,849;50,784;0,625;0,814
4111100;14,721;9,707;10,175;32,663;0,686;0,874
4111209;15,102;10,429;16,368;43,073;0,67;0,881
4111258;14,31;10,37;26,349;50,753;0,59;0,753
4111308;14,426;9,511;28,025;59,786;0,602;0,791
4111407;16,451;10,899;34,819;62,057;0,601;0,814
4111506;22,705;14,615;20,814;45,015;0,673;0,846
4111555;10,169;6,981;15,154;45,338;0,625;0,83
4111605;19,374;13,127;13,296;35,913;0,7;0,882
4111704;15,207;10,227;20,348;49,854;0,634;0,79
4111803;21,884;13,943;14,157;35,864;0,716;0,872
4111902;10,317;7,33;6,409;29,728;0,671;0,838
4112009;16,174;11,191;15,573;41,874;0,671;0,858
4112108;16,957;11,464;11,764;33,255;0,715;0,881
4112207;15,296;10,616;31,314;60,357;0,598;0,808
4112306;20,315;12,739;19,016;53,564;0,64;0,804
4112405;9,009;6,382;5,252;23,965;0,679;0,85
4112504;32,652;21,878;39,688;62,086;0,607;0,812
4112603;49,987;32,12;33,613;50,108;0,639;0,783
4112702;13,188;9,233;15,073;41,279;0,646;0,82
4112751;26,93;16,757;28,201;51,52;0,672;0,816
4112801;12,864;8,787;13,544;42,316;0,663;0,835
4112900;39,054;21,948;26,154;60,945;0,66;0,79
4112959;23,885;15,176;25,323;54,841;0,652;0,846
4113007;8,839;6,418;6,084;29,36;0,667;0,855
4113106;10,462;7,66;19,737;46,781;0,625;0,825
4113205;29,754;18,774;26,245;49,692;0,683;0,863
4113254;24,846;16,069;53,501;77,594;0,551;0,732
4113304;22,824;15,41;22,965;49,475;0,673;0,848
4113403;17,379;11,097;15,164;39,914;0,653;0,828
4113429;18,482;12,206;27,911;58,828;0,615;0,818
4113452;15,249;10,579;39,223;66,678;0,595;0,809
4113502;13,562;9,169;10,607;30,606;0,677;0,863
4113601;15,334;10,306;6,608;21,283;0,701;0,856
4113700;19,808;13,523;7,218;20,405;0,789;0,91
4113734;16,394;10,976;25,631;57,314;0,607;0,81
4113759;11,869;8,343;22,638;53,244;0,614;0,784
4113809;17,996;11,316;11,269;43,644;0,667;0,792
4113908;21,847;14,124;22,452;47,983;0,658;0,883
4114005;20,803;13,692;25,39;51,964;0,638;0,872
4114104;14,179;10,044;10,699;34,787;0,686;0,858
4114203;13,057;9,091;8,394;32,492;0,687;0,888
4114302;23,154;14,791;17,147;42,929;0,68;0,836
4114351;21,263;14,798;48,635;72,329;0,567;0,795
4114401;38,875;23,881;35,518;60,298;0,651;0,822
4114500;23,554;15,92;33,961;60,029;0,623;0,828
4114609;17,724;11,393;7,839;24,257;0,747;0,932
4114708;10,77;7,854;20,655;55,638;0,603;0,821
4114807;19,902;12,731;8,806;33,408;0,728;0,879
4114906;24,207;15,26;25,384;56,181;0,65;0,806
4115002;14,946;9,599;15,555;45,427;0,639;0,793
4115101;18,976;12,383;29,196;59,006;0,609;0,776
4115200;17,387;11,828;4,483;12,732;0,798;0,938
4115309;23,469;15,513;16,817;44,821;0,69;0,89
4115358;11,501;8,548;9,241;25,449;0,729;0,931
4115408;17,203;12,547;29,308;48,687;0,655;0,869
4115457;25,555;18,092;46,32;73,17;0,577;0,772
4115507;17,085;10,694;18,167;48,499;0,645;0,841
4115606;15,322;10,54;13,87;38,269;0,683;0,875
4115705;14,624;10,312;9,316;31,122;0,717;0,894
4115739;27,14;18,125;55,879;77,936;0,548;0,778
4115754;19,544;12,209;19,163;53,757;0,642;0,777
4115804;13,698;9,647;7,01;23,456;0,712;0,904
4115853;11,983;8,617;7,774;22,607;0,75;0,88
4115903;8,488;6,456;18,884;51,253;0,614;0,789
4116000;7,404;5,649;10,12;36,763;0,668;0,836
4116059;18,76;12,019;12,282;34,128;0,686;0,898
4116109;16,045;10,546;22,359;53,686;0,635;0,819
4116208;17,514;11,831;13,075;43,652;0,675;0,878
4116307;17,506;11,116;11,768;43,643;0,668;0,836
4116406;7,053;5,467;13,416;42,45;0,627;0,813
4116505;12,046;8,385;14,468;43,993;0,644;0,843
4116604;10,388;7,053;12,68;45,935;0,632;0,809
4116703;22,08;13,746;14,254;36,261;0,699;0,871
4116802;30,107;18,548;38,839;68,09;0,614;0,824
4116901;14,024;9,569;7,031;28,131;0,697;0,85
4116950;17,207;10,758;22,511;46,952;0,646;0,836
4117008;18,561;11,821;11,339;41,077;0,675;0,8
4117057;51,494;34,627;48,826;70,858;0,611;0,788
4117107;16,959;11,749;11,1;33,897;0,702;0,859
4117206;16,382;10,337;17,944;49,536;0,648;0,819
4117214;24,448;15,327;29,167;58,665;0,632;0,79
4117222;11,966;8,388;7,563;29,827;0,702;0,928
4117255;15,863;10,948;21,734;44,417;0,656;0,842
4117271;20,841;14,362;47,112;70,496;0,574;0,766
4117297;8,183;6,402;25,583;59,238;0,59;0,791
4117305;19,029;12,747;41,244;74,265;0,566;0,687
4117404;14,882;9,892;12,973;36,669;0,662;0,839
4117453;14,634;10,291;22,689;47,291;0,64;0,861
4117503;8,91;6,42;9,056;31,541;0,642;0,852
4117602;30,879;19,015;20,495;48,608;0,689;0,806
4117701;26,544;17,079;17,162;43,069;0,71;0,865
4117800;26,801;17,636;39,924;65,172;0,604;0,787
4117909;21,177;13,522;7,189;24,777;0,756;0,922
4118006;13,803;9,095;8,523;28,502;0,692;0,841
4118105;14,787;9,689;10,98;34,589;0,671;0,829
4118204;18,509;12,513;9,951;28,824;0,728;0,897
4118303;9,152;6,413;14,844;43,753;0,626;0,8
4118402;18,156;12,187;7,929;29,173;0,732;0,886
4118451;17,852;11,422;9,458;27,649;0,72;0,91
4118501;18,852;12,898;10,161;24,355;0,759;0,937
4118600;22,882;15,012;25,048;51,524;0,635;0,869
4118709;19,271;12,528;25,987;53,544;0,637;0,866
4118808;16,652;11,652;21,204;51,711;0,656;0,859
4118857;10,371;7,165;11,138;43,658;0,633;0,856
4118907;19,973;12,892;19,041;42,05;0,679;0,845
4119004;15,961;11,052;22,001;51,48;0,633;0,87
4119103;22,01;13,937;16,167;40,728;0,669;0,86
4119152;12,284;8,696;7,052;20,695;0,721;0,902
4119202;17,424;11,868;21,792;49,055;0,646;0,802
4119251;31,86;19,915;52,368;74,982;0,578;0,792
4119301;25,298;16,516;29,914;58,799;0,615;0,812
4119400;19,773;12,735;15,955;43,281;0,665;0,84
4119509;12,96;9,067;13,243;34,462;0,664;0,859
4119608;29,357;18,06;31,137;60,758;0,643;0,835
4119657;8,972;6,9;12,935;37,169;0,649;0,825
4119707;13,34;8,956;19,684;49,993;0,642;0,817
4119806;14,73;10,19;18,902;50,731;0,643;0,854
4119905;19,512;13,211;11,805;31,071;0,735;0,911
4119954;19,497;12,785;13,045;32,144;0,707;0,883
4120002;16,894;10,723;8,203;23,601;0,714;0,874
4120101;12,085;8,382;13,722;40,747;0,677;0,882
4120150;24,368;16,517;34,142;63,632;0,621;0,819
4120200;13,053;9,339;17,738;47,828;0,646;0,847
4120309;14,943;10,098;16,197;44,888;0,647;0,865
4120333;12,695;8,638;10,761;39,094;0,656;0,832
4120358;24,614;15,462;15,732;37,194;0,697;0,855
4120408;11,463;7,747;8,304;34,911;0,653;0,831
4120507;16,07;10,663;15,839;48,217;0,661;0,828
4120606;22,187;14,748;40,791;66,288;0,598;0,824
4120655;16,354;11,317;28,11;57,195;0,608;0,835
4120705;11,648;8,385;10,456;33,821;0,678;0,841
4120804;16,796;11,156;9,79;32,722;0,722;0,887
4120853;9,138;6,573;3,635;19,993;0,73;0,944
4120903;35,151;21,503;30,102;53,415;0,664;0,839
4121000;22,934;15,057;28,365;58,95;0,622;0,789
4121109;19,564;13,086;26,249;55,267;0,623;0,812
4121208;27,464;17,734;36,537;62,377;0,625;0,825
4121257;11,59;8,418;41,018;69,549;0,573;0,781
4121307;10,316;7,309;12,871;38,991;0,65;0,827
4121356;8,575;6,686;21,32;52,38;0,613;0,825
4121406;16,807;11,707;13,805;36,644;0,689;0,886
4121505;21,024;15,048;38,987;63,986;0,595;0,854
4121604;19,276;13,53;28,009;55,698;0,64;0,862
4121703;24,415;15,731;37,126;69,205;0,603;0,702
4121752;44,525;28,811;34,579;58,121;0,662;0,83
4121802;13,108;9,12;18,914;43,757;0,661;0,837
4121901;18,759;11,649;14,841;54,898;0,65;0,788
4122008;15,028;10,222;29,891;56,116;0,607;0,856
4122107;10,005;7,635;25,723;59,277;0,613;0,809
4122156;23,869;15,5;41,57;70,02;0,573;0,759
4122172;24,442;15,019;55,422;78,729;0,557;0,752
4122206;17,752;12,023;18,975;45,211;0,639;0,785
4122305;16,521;11,643;10,205;34,172;0,706;0,892
