municipio;esfera;rend_medio_bruto_2018
Quipapá;Municipal;2764,064
Quixaba;Municipal;2581,785
Recife;Municipal;5096,704
Riacho das Almas;Municipal;3750,633
Ribeirão;Municipal;3100,36
Rio Formoso;Municipal;2580,058
Sairé;Municipal;2014,347
Salgadinho;Municipal;2577,402
Salgueiro;Municipal;3832,527
Saloá;Municipal;2248,075
Sanharó;Municipal;2697,898
Santa Cruz;Municipal;3515,604
Santa Cruz da Baixa Verde;Municipal;2798,438
Santa Cruz do Capibaribe;Municipal;3978,263
Santa Filomena;Municipal;2698,869
Santa Maria da Boa Vista;Municipal;5873,074
Santa Maria do Cambucá;Municipal;3411,289
Santa Terezinha;Municipal;3129,179
São Benedito do Sul;Municipal;2426,102
São Bento do Una;Municipal;3643,766
São Caitano;Municipal;3075,675
São João;Municipal;2042,575
São Joaquim do Monte;Municipal;3479,454
São José da Coroa Grande;Municipal;2681,963
São José do Belmonte;Municipal;2154,763
São José do Egito;Municipal;2606,601
São Lourenço da Mata;Municipal;3884,572
São Vicente Férrer;Municipal;3017,871
Serra Talhada;Municipal;2501,271
Serrita;Municipal;1641,113
Sertânia;Municipal;2913,459
Sirinhaém;Municipal;3138,639
Moreilândia;Municipal;2165,289
Solidão;Municipal;2213,482
Surubim;Municipal;2735,947
Tabira;Municipal;3371,637
Tacaimbó;Municipal;3012,127
Tacaratu;Municipal;1744,184
Tamandaré;Municipal;2251,865
Taquaritinga do Norte;Municipal;2806,585
Terezinha;Municipal;1691,865
Terra Nova;Municipal;4548,775
Timbaúba;Municipal;3528,801
Toritama;Municipal;3179,981
Tracunhaém;Municipal;2335,379
Trindade;Municipal;
Triunfo;Municipal;2725,765
Tupanatinga;Municipal;4459,192
Tuparetama;Municipal;3284,09
Venturosa;Municipal;2537,946
Verdejante;Municipal;1694,197
Vertente do Lério;Municipal;2285,721
Vertentes;Municipal;2913,24
Vicência;Municipal;1957,428
Vitória de Santo Antão;Municipal;4874,72
Xexéu;Municipal;
Água Branca;Municipal;4343,352
Anadia;Municipal;3786,083
Arapiraca;Municipal;4703,921
Atalaia;Municipal;4568,19
Barra de Santo Antônio;Municipal;4015,581
Barra de São Miguel;Municipal;3179,539
Batalha;Municipal;1867,957
Belém;Municipal;2397,436
Belo Monte;Municipal;
Boca da Mata;Municipal;5870,252
Branquinha;Municipal;3386,86
Cacimbinhas;Municipal;3174,905
Cajueiro;Municipal;
Campestre;Municipal;3248,74
Campo Alegre;Municipal;3608,682
Campo Grande;Municipal;3567,864
Canapi;Municipal;
Capela;Municipal;
Carneiros;Municipal;3332,339
Chã Preta;Municipal;2417,781
Coité do Nóia;Municipal;
Colônia Leopoldina;Municipal;3418,345
Coqueiro Seco;Municipal;3677,987
Coruripe;Municipal;3110,814
Craíbas;Municipal;1651,389
Delmiro Gouveia;Municipal;3733,961
Dois Riachos;Municipal;
Estrela de Alagoas;Municipal;3490,252
Feira Grande;Municipal;
Feliz Deserto;Municipal;3257,939
Flexeiras;Municipal;
Girau do Ponciano;Municipal;
Ibateguara;Municipal;3464,029
Igaci;Municipal;2399,244
Igreja Nova;Municipal;4853,983
Inhapi;Municipal;2982,859
Jacaré dos Homens;Municipal;
Jacuípe;Municipal;
Japaratinga;Municipal;
Jaramataia;Municipal;2111,456
Jequiá da Praia;Municipal;2671,499
Joaquim Gomes;Municipal;3686,271
Jundiá;Municipal;3826,277
Junqueiro;Municipal;3449,055
Lagoa da Canoa;Municipal;
Limoeiro de Anadia;Municipal;2440,154
Maceió;Municipal;5012,435
Major Isidoro;Municipal;
Maragogi;Municipal;4726,568
Maravilha;Municipal;
Marechal Deodoro;Municipal;3361,127
Maribondo;Municipal;3223,279
Mar Vermelho;Municipal;1840,927
Mata Grande;Municipal;
Matriz de Camaragibe;Municipal;2971,513
Messias;Municipal;3003,735
Minador do Negrão;Municipal;
Monteirópolis;Municipal;4361,553
Murici;Municipal;3243,574
Novo Lino;Municipal;2692,529
Olho d'Água das Flores;Municipal;3081,079
Olho d'Água do Casado;Municipal;3964,994
Olho d'Água Grande;Municipal;
Olivença;Municipal;2435,54
Ouro Branco;Municipal;
Palestina;Municipal;
Palmeira dos Índios;Municipal;3252,064
Pão de Açúcar;Municipal;2682,552
Pariconha;Municipal;4749,058
Paripueira;Municipal;
Passo de Camaragibe;Municipal;3341,401
Paulo Jacinto;Municipal;1694,303
Penedo;Municipal;1792,039
Piaçabuçu;Municipal;3466,462
Pilar;Municipal;4224,716
Pindoba;Municipal;1783,434
Piranhas;Municipal;4307,539
Poço das Trincheiras;Municipal;2794,76
Porto Calvo;Municipal;3851,554
Porto de Pedras;Municipal;2626,365
Porto Real do Colégio;Municipal;3488,612
Quebrangulo;Municipal;4857,587
Rio Largo;Municipal;3213,8
Roteiro;Municipal;2959,738
Santa Luzia do Norte;Municipal;3034,362
Santana do Ipanema;Municipal;4138,854
Santana do Mundaú;Municipal;3022,204
São Brás;Municipal;3504,313
São José da Laje;Municipal;2760,491
São José da Tapera;Municipal;3366,211
São Luís do Quitunde;Municipal;4556,592
São Miguel dos Campos;Municipal;6467,703
São Miguel dos Milagres;Municipal;3663,041
São Sebastião;Municipal;5485,542
Satuba;Municipal;3348,01
Senador Rui Palmeira;Municipal;3249,075
Tanque d'Arca;Municipal;3214,998
Taquarana;Municipal;
Teotônio Vilela;Municipal;3062,104
Traipu;Municipal;3277,703
União dos Palmares;Municipal;
Viçosa;Municipal;2679,709
Amparo de São Francisco;Municipal;
Aquidabã;Municipal;4163,828
Aracaju;Municipal;3950,508
Arauá;Municipal;4026,031
Areia Branca;Municipal;5296,887
Barra dos Coqueiros;Municipal;4802,958
Boquim;Municipal;4600,719
Brejo Grande;Municipal;2830,931
Campo do Brito;Municipal;4583,951
Canhoba;Municipal;3418,456
Canindé de São Francisco;Municipal;5309,208
Capela;Municipal;3877,448
Carira;Municipal;3527,546
Carmópolis;Municipal;6035,241
Cedro de São João;Municipal;4164,069
Cristinápolis;Municipal;2964,491
Cumbe;Municipal;4784,387
Divina Pastora;Municipal;5952,843
Estância;Municipal;4108,422
Feira Nova;Municipal;3985,237
Frei Paulo;Municipal;5198,204
Gararu;Municipal;3557,344
General Maynard;Municipal;5233,056
Gracho Cardoso;Municipal;2821,624
Ilha das Flores;Municipal;3053,794
Indiaroba;Municipal;4269,238
Itabaiana;Municipal;4784,816
Itabaianinha;Municipal;3572,488
Itabi;Municipal;3360,896
Itaporanga d'Ajuda;Municipal;3918,271
Japaratuba;Municipal;8309,219
Japoatã;Municipal;4518,49
Lagarto;Municipal;4024,67
Laranjeiras;Municipal;4543,429
Macambira;Municipal;4751,025
Malhada dos Bois;Municipal;3173,805
Malhador;Municipal;3791,647
Maruim;Municipal;4755,45
Moita Bonita;Municipal;5915,177
Monte Alegre de Sergipe;Municipal;4800,2
Muribeca;Municipal;2660,908
Neópolis;Municipal;2798,608
Nossa Senhora Aparecida;Municipal;6342,839
Nossa Senhora da Glória;Municipal;4728,505
Nossa Senhora das Dores;Municipal;4815,815
Nossa Senhora de Lourdes;Municipal;3990,824
Nossa Senhora do Socorro;Municipal;6775,37
Pacatuba;Municipal;4231,51
Pedra Mole;Municipal;4224,588
Pedrinhas;Municipal;3783,483
Pinhão;Municipal;4182,608
Pirambu;Municipal;6431,535
Poço Redondo;Municipal;8466,072
Poço Verde;Municipal;5713,922
Porto da Folha;Municipal;3754,538
Propriá;Municipal;4936,048
Riachão do Dantas;Municipal;4194,588
Riachuelo;Municipal;6203,789
Ribeirópolis;Municipal;3849,07
Rosário do Catete;Municipal;5060,91
Salgado;Municipal;2313,413
Santa Luzia do Itanhy;Municipal;2627,42
Santana do São Francisco;Municipal;5071,165
Santa Rosa de Lima;Municipal;3810,741
Santo Amaro das Brotas;Municipal;4324,442
São Cristóvão;Municipal;3923,621
São Domingos;Municipal;3019,534
São Francisco;Municipal;3803,011
São Miguel do Aleixo;Municipal;
Simão Dias;Municipal;4370,355
Siriri;Municipal;4611,923
Telha;Municipal;2853,46
Tobias Barreto;Municipal;5531,431
Tomar do Geru;Municipal;3568,433
Umbaúba;Municipal;3708,61
Abaíra;Municipal;1888,543
Abaré;Municipal;3967,695
Acajutiba;Municipal;2364,279
Adustina;Municipal;2521,906
Água Fria;Municipal;5274,16
Érico Cardoso;Municipal;
Aiquara;Municipal;4727,436
Alagoinhas;Municipal;4295,565
Alcobaça;Municipal;3982,932
Almadina;Municipal;4017,276
Amargosa;Municipal;3643,811
Amélia Rodrigues;Municipal;5457,883
América Dourada;Municipal;5046,125
Anagé;Municipal;2945,796
Andaraí;Municipal;
Andorinha;Municipal;5339,741
Angical;Municipal;1848,716
Anguera;Municipal;2954,999
Antas;Municipal;2435,557
Antônio Cardoso;Municipal;4243,578
Antônio Gonçalves;Municipal;2536,496
Aporá;Municipal;5573,51
Apuarema;Municipal;3397,156
Aracatu;Municipal;3037,353
Araçás;Municipal;1385,088
Araci;Municipal;3200,609
Aramari;Municipal;
Arataca;Municipal;3036,46
Aratuípe;Municipal;2138,185
Aurelino Leal;Municipal;4081,37
Baianópolis;Municipal;2990,689
Baixa Grande;Municipal;3765,348
Banzaê;Municipal;5103,464
Barra;Municipal;3447,877
Barra da Estiva;Municipal;5169,894
Barra do Choça;Municipal;3815,212
Barra do Mendes;Municipal;
Barra do Rocha;Municipal;4616,65
Barreiras;Municipal;3717,626
Barro Alto;Municipal;5065,401
Barrocas;Municipal;5125,167
Barro Preto;Municipal;2910,969
Belmonte;Municipal;4345,942
Belo Campo;Municipal;2317,377
Biritinga;Municipal;
Boa Nova;Municipal;3786,892
Boa Vista do Tupim;Municipal;3844,784
Bom Jesus da Lapa;Municipal;2876,492
Bom Jesus da Serra;Municipal;3835,618
Boninal;Municipal;3471,85
Bonito;Municipal;4077,2
Boquira;Municipal;4821,325
Botuporã;Municipal;
Brejões;Municipal;4805,153
Brejolândia;Municipal;1177,385
Brotas de Macaúbas;Municipal;3423,142
Brumado;Municipal;5052,777
Buerarema;Municipal;2316,553
Buritirama;Municipal;1602,832
Caatiba;Municipal;1628,96
Cabaceiras do Paraguaçu;Municipal;2820,636
Cachoeira;Municipal;2695,257
Caculé;Municipal;
Caém;Municipal;3368,677
Caetanos;Municipal;2446,615
Caetité;Municipal;
Cafarnaum;Municipal;5796,128
Cairu;Municipal;5084,529
Caldeirão Grande;Municipal;1479,198
Camacan;Municipal;3633,331
Camaçari;Municipal;5574,92
Camamu;Municipal;3454,321
Campo Alegre de Lourdes;Municipal;2621,442
Campo Formoso;Municipal;3910,272
Canápolis;Municipal;1324,213
Canarana;Municipal;4687,482
Canavieiras;Municipal;5160,375
Candeal;Municipal;5849,514
Candeias;Municipal;5261,201
Candiba;Municipal;5497,132
Cândido Sales;Municipal;3475,921
Cansanção;Municipal;2246,121
Canudos;Municipal;6275,22
Capela do Alto Alegre;Municipal;4894,597
Capim Grosso;Municipal;2421,582
Caraíbas;Municipal;2379,068
Caravelas;Municipal;4161,037
Cardeal da Silva;Municipal;2647,108
Carinhanha;Municipal;3148,955
Casa Nova;Municipal;3549,42
Castro Alves;Municipal;2279,64
Catolândia;Municipal;2370,391
Catu;Municipal;4385,355
Caturama;Municipal;
Central;Municipal;2672,113
Chorrochó;Municipal;6291,529
Cícero Dantas;Municipal;3817,652
Cipó;Municipal;2298,356
Coaraci;Municipal;3434,686
Cocos;Municipal;3633,697
Conceição da Feira;Municipal;3113,126
Conceição do Almeida;Municipal;2937,431
Conceição do Coité;Municipal;3704,069
Conceição do Jacuípe;Municipal;3580,492
Conde;Municipal;2980,533
Condeúba;Municipal;3964,084
Contendas do Sincorá;Municipal;5054,526
Coração de Maria;Municipal;3240,784
Cordeiros;Municipal;3053,851
Coribe;Municipal;3693,848
Coronel João Sá;Municipal;2710,912
Correntina;Municipal;4010,033
Cotegipe;Municipal;2654,097
Cravolândia;Municipal;2638,473
Crisópolis;Municipal;4430,934
Cristópolis;Municipal;4698,32
Cruz das Almas;Municipal;4013,584
Curaçá;Municipal;2514,403
Dário Meira;Municipal;3559,444
Dias d'Ávila;Municipal;4725,565
Dom Basílio;Municipal;4849,419
Dom Macedo Costa;Municipal;1838,578
Elísio Medrado;Municipal;1269,397
Encruzilhada;Municipal;2683,372
Entre Rios;Municipal;2550,889
Esplanada;Municipal;3970,305
Euclides da Cunha;Municipal;5576,978
Eunápolis;Municipal;5965,839
Fátima;Municipal;3094,71
Feira da Mata;Municipal;4199,695
Feira de Santana;Municipal;
Filadélfia;Municipal;2676,693
Firmino Alves;Municipal;4560,767
Floresta Azul;Municipal;3362,885
Formosa do Rio Preto;Municipal;3059,624
Gandu;Municipal;5131,322
Gavião;Municipal;2228,619
Gentio do Ouro;Municipal;1980,093
Glória;Municipal;5042,059
Gongogi;Municipal;3274,055
Governador Mangabeira;Municipal;4619,595
Guajeru;Municipal;3068,646
Guanambi;Municipal;
Guaratinga;Municipal;5646,063
Heliópolis;Municipal;2366,999
Iaçu;Municipal;3411,269
Ibiassucê;Municipal;1869,277
Ibicaraí;Municipal;6474,267
Ibicoara;Municipal;3652,882
Ibicuí;Municipal;
Ibipeba;Municipal;4528,397
Ibipitanga;Municipal;3623,339
Ibiquera;Municipal;1639,395
Ibirapitanga;Municipal;6650,565
Ibirapuã;Municipal;3466,654
Ibirataia;Municipal;4510,254
Ibitiara;Municipal;
Ibititá;Municipal;4513,93
Ibotirama;Municipal;3972,167
Ichu;Municipal;
Igaporã;Municipal;4599,314
Igrapiúna;Municipal;4582,009
Iguaí;Municipal;2446,026
Ilhéus;Municipal;4167,174
Inhambupe;Municipal;2739,304
Ipecaetá;Municipal;2609,862
Ipiaú;Municipal;4551,471
Ipirá;Municipal;3419,707
Ipupiara;Municipal;1337,712
Irajuba;Municipal;2443,478
Iramaia;Municipal;3390,857
Iraquara;Municipal;4401,02
Irará;Municipal;4393,062
Irecê;Municipal;6054,759
Itabela;Municipal;5775,006
Itaberaba;Municipal;4361,547
Itabuna;Municipal;3888,062
Itacaré;Municipal;3638,959
Itaeté;Municipal;1514,554
Itagi;Municipal;4877,263
Itagibá;Municipal;2966,741
Itagimirim;Municipal;5604,081
Itaguaçu da Bahia;Municipal;4281,693
Itaju do Colônia;Municipal;3252,924
Itajuípe;Municipal;4902,686
Itamaraju;Municipal;2917,011
Itamari;Municipal;2815,643
Itambé;Municipal;3616,942
Itanagra;Municipal;4681,045
Itanhém;Municipal;3136,356
Itaparica;Municipal;3510,576
Itapé;Municipal;2503,529
Itapebi;Municipal;6612,837
Itapetinga;Municipal;4727,762
Itapicuru;Municipal;3468,523
Itapitanga;Municipal;2268,987
Itaquara;Municipal;2101,382
Itarantim;Municipal;3894,876
Itatim;Municipal;3644,483
Itiruçu;Municipal;2055,272
Itiúba;Municipal;3216,008
Itororó;Municipal;3403,979
Ituaçu;Municipal;5195,353
Ituberá;Municipal;3528,478
Iuiu;Municipal;4654,177
Jaborandi;Municipal;4050,373
Jacaraci;Municipal;1304,445
Jacobina;Municipal;2799,446
Jaguaquara;Municipal;5558,12
Jaguarari;Municipal;2316,243
Jaguaripe;Municipal;3810,369
Jandaíra;Municipal;
Jequié;Municipal;8293,298
Jeremoabo;Municipal;2929,677
Jiquiriçá;Municipal;4859,599
Jitaúna;Municipal;4213,57
João Dourado;Municipal;4741,851
Juazeiro;Municipal;5159,808
Jucuruçu;Municipal;3422,793
Jussara;Municipal;
Jussari;Municipal;1898,491
Jussiape;Municipal;3822,226
Lafaiete Coutinho;Municipal;
Lagoa Real;Municipal;4029,956
Laje;Municipal;3674,196
Lajedão;Municipal;3149,366
Lajedinho;Municipal;3556,596
Lajedo do Tabocal;Municipal;1834,095
Lamarão;Municipal;2507,056
Lapão;Municipal;2811,906
Lauro de Freitas;Municipal;5501,237
Lençóis;Municipal;4307,444
Licínio de Almeida;Municipal;3053,422
Livramento de Nossa Senhora;Municipal;4242,032
Luís Eduardo Magalhães;Municipal;8175,221
Macajuba;Municipal;7671,371
Macarani;Municipal;4528,208
Macaúbas;Municipal;7208,106
Macururé;Municipal;2868,957
Madre de Deus;Municipal;8559,566
Maetinga;Municipal;3233,334
Maiquinique;Municipal;4262,462
Mairi;Municipal;2440,148
Malhada;Municipal;3805,083
Malhada de Pedras;Municipal;2717,671
Manoel Vitorino;Municipal;5024,666
Mansidão;Municipal;2226,801
Maracás;Municipal;3233,372
Maragogipe;Municipal;4638,282
Maraú;Municipal;4063,385
Marcionílio Souza;Municipal;2880,289
Mascote;Municipal;1706,096
Mata de São João;Municipal;8141,422
Matina;Municipal;4214,004
Medeiros Neto;Municipal;3846,624
Miguel Calmon;Municipal;2651,214
Milagres;Municipal;2847,997
Mirangaba;Municipal;2092,331
Mirante;Municipal;2614,864
Monte Santo;Municipal;4727,56
Morpará;Municipal;1989,837
Morro do Chapéu;Municipal;5033,478
Mortugaba;Municipal;2886,691
Mucugê;Municipal;7292,197
Mucuri;Municipal;5356,782
Mulungu do Morro;Municipal;4189,003
Mundo Novo;Municipal;4661,865
Muniz Ferreira;Municipal;1665,863
Muquém do São Francisco;Municipal;
Muritiba;Municipal;4999,89
Mutuípe;Municipal;3523,801
Nazaré;Municipal;4050,837
Nilo Peçanha;Municipal;5005,429
Nordestina;Municipal;2891,083
Nova Canaã;Municipal;2425,679
Nova Fátima;Municipal;3884,466
Nova Ibiá;Municipal;4547,557
Nova Itarana;Municipal;
Nova Redenção;Municipal;2787,255
Nova Soure;Municipal;3515,79
Nova Viçosa;Municipal;1817,569
Novo Horizonte;Municipal;
Novo Triunfo;Municipal;4997,316
Olindina;Municipal;5550,226
Oliveira dos Brejinhos;Municipal;4676,694
Ouriçangas;Municipal;5043,638
Ourolândia;Municipal;2157,593
Palmas de Monte Alto;Municipal;3502,004
Palmeiras;Municipal;5141,804
Paramirim;Municipal;5325,028
Paratinga;Municipal;1785,242
Paripiranga;Municipal;2801,404
Pau Brasil;Municipal;4746,881
Paulo Afonso;Municipal;5454,747
Pé de Serra;Municipal;2511,51
Pedrão;Municipal;4377,941
Pedro Alexandre;Municipal;6734,112
Piatã;Municipal;
Pilão Arcado;Municipal;3290,837
Pindaí;Municipal;4783,019
Pindobaçu;Municipal;2192,187
Pintadas;Municipal;3767,11
Piraí do Norte;Municipal;2106,962
Piripá;Municipal;2891,828
Piritiba;Municipal;2527,984
Planaltino;Municipal;3400,819
Planalto;Municipal;5150
Poções;Municipal;5237,184
Pojuca;Municipal;2378,037
Ponto Novo;Municipal;1851,834
Porto Seguro;Municipal;6203,725
Potiraguá;Municipal;1722,763
Prado;Municipal;4380,048
Presidente Dutra;Municipal;4543,501
Presidente Jânio Quadros;Municipal;2667,377
Presidente Tancredo Neves;Municipal;4179,433
Queimadas;Municipal;6981,583
Quijingue;Municipal;4772,326
Quixabeira;Municipal;1916,54
Rafael Jambeiro;Municipal;2642,996
Remanso;Municipal;1983,891
Retirolândia;Municipal;1823,144
Riachão das Neves;Municipal;2359,353
Riachão do Jacuípe;Municipal;
Riacho de Santana;Municipal;2244,738
Ribeira do Amparo;Municipal;3186,495
Ribeira do Pombal;Municipal;2372,608
Ribeirão do Largo;Municipal;3450,766
Rio de Contas;Municipal;1912,105
Rio do Antônio;Municipal;2628,699
Rio do Pires;Municipal;
Rio Real;Municipal;3242,752
Rodelas;Municipal;4637,579
Ruy Barbosa;Municipal;2836,752
Salinas da Margarida;Municipal;1835,628
Salvador;Municipal;6180,695
Santa Bárbara;Municipal;2415,543
Santa Brígida;Municipal;3130,054
Santa Cruz Cabrália;Municipal;3802,28
Santa Cruz da Vitória;Municipal;4056,622
Santa Inês;Municipal;2569,034
Santaluz;Municipal;5074,059
Santa Luzia;Municipal;2048,55
Santa Maria da Vitória;Municipal;4513,363
Santana;Municipal;2446,5
Santanópolis;Municipal;4645,368
Santa Rita de Cássia;Municipal;2352,475
Santa Terezinha;Municipal;3950,336
Santo Amaro;Municipal;5333,211
Santo Antônio de Jesus;Municipal;
Santo Estêvão;Municipal;5193,84
São Desidério;Municipal;3026,746
São Domingos;Municipal;3763,939
São Félix;Municipal;2126,565
São Félix do Coribe;Municipal;2917,42
São Felipe;Municipal;5791,996
São Francisco do Conde;Municipal;4319,192
São Gabriel;Municipal;4163,065
São Gonçalo dos Campos;Municipal;6925,963
São José da Vitória;Municipal;2338,345
São José do Jacuípe;Municipal;4561,669
São Miguel das Matas;Municipal;
São Sebastião do Passé;Municipal;5257,947
Sapeaçu;Municipal;1935,615
Sátiro Dias;Municipal;
Saubara;Municipal;2846,135
Saúde;Municipal;2240,779
Seabra;Municipal;4556,248
Sebastião Laranjeiras;Municipal;3587,922
Senhor do Bonfim;Municipal;3178,711
Serra do Ramalho;Municipal;2361,746
Sento Sé;Municipal;2456,508
Serra Dourada;Municipal;2550,496
Serra Preta;Municipal;3860,323
Serrinha;Municipal;3581,564
Serrolândia;Municipal;2638,995
Simões Filho;Municipal;7339,457
Sítio do Mato;Municipal;1428,29
Sítio do Quinto;Municipal;2158,014
Sobradinho;Municipal;1931,441
Souto Soares;Municipal;3647,404
Tabocas do Brejo Velho;Municipal;1394,474
Tanhaçu;Municipal;2159,868
Tanque Novo;Municipal;5703,982
Tanquinho;Municipal;6430,409
Taperoá;Municipal;4959,818
Tapiramutá;Municipal;4269,385
Teixeira de Freitas;Municipal;8089,306
Teodoro Sampaio;Municipal;5133,582
Teofilândia;Municipal;3792,503
Teolândia;Municipal;3759,348
Terra Nova;Municipal;2097,635
Tremedal;Municipal;5430,28
Tucano;Municipal;2506,311
Uauá;Municipal;4930,031
Ubaíra;Municipal;4033,733
Ubaitaba;Municipal;2923,176
Ubatã;Municipal;2475,205
Uibaí;Municipal;3410,474
Umburanas;Municipal;1890,642
Una;Municipal;2057,448
Urandi;Municipal;5164,655
Uruçuca;Municipal;
Utinga;Municipal;1664,807
Valença;Municipal;3279,011
Valente;Municipal;1812,278
Várzea da Roça;Municipal;2639,145
Várzea do Poço;Municipal;2766,558
Várzea Nova;Municipal;3211,729
Varzedo;Municipal;3194,54
Vera Cruz;Municipal;4108,056
Vereda;Municipal;3569,014
Vitória da Conquista;Municipal;5861,887
Wagner;Municipal;1727,354
Wanderley;Municipal;4417,878
Wenceslau Guimarães;Municipal;4941,805
Xique-Xique;Municipal;2291,554
Abadia dos Dourados;Municipal;2433,919
Abaeté;Municipal;3676,465
Abre Campo;Municipal;2553,664
Acaiaca;Municipal;2469,527
Açucena;Municipal;3151,3
Água Boa;Municipal;2966,713
Água Comprida;Municipal;2838,861
Aguanil;Municipal;2782,433
Águas Formosas;Municipal;3637,44
Águas Vermelhas;Municipal;3527,215
Aimorés;Municipal;3237,552
Aiuruoca;Municipal;4087,868
Alagoa;Municipal;1951,617
Albertina;Municipal;3756,687
Além Paraíba;Municipal;4070,706
Alfenas;Municipal;3360,728
Alfredo Vasconcelos;Municipal;4016,89
Almenara;Municipal;2889,745
Alpercata;Municipal;1862,59
Alpinópolis;Municipal;3647,764
Alterosa;Municipal;2964,806
Alto Caparaó;Municipal;3440,052
Alto Rio Doce;Municipal;3666,323
Alvarenga;Municipal;2254,704
Alvinópolis;Municipal;2595,573
Alvorada de Minas;Municipal;2283,661
Amparo do Serra;Municipal;4039,992
Andradas;Municipal;4053,389
Cachoeira de Pajeú;Municipal;2915,038
Andrelândia;Municipal;3362,378
Angelândia;Municipal;3607,893
Antônio Carlos;Municipal;3878,023
Antônio Dias;Municipal;2356,688
Antônio Prado de Minas;Municipal;1240,158
Araçaí;Municipal;3452,7
Aracitaba;Municipal;3531,653
Araçuaí;Municipal;2598,445
Araguari;Municipal;3279,141
Arantina;Municipal;2439,879
Araponga;Municipal;3386,83
Araporã;Municipal;4730,564
Arapuá;Municipal;2806,316
Araújos;Municipal;3047,703
Araxá;Municipal;3788,089
Arceburgo;Municipal;3804,013
Arcos;Municipal;3832,128
Areado;Municipal;3037,626
Argirita;Municipal;4422,406
Aricanduva;Municipal;2458,507
Arinos;Municipal;2565,951
Astolfo Dutra;Municipal;2965,133
Ataléia;Municipal;4906,454
Augusto de Lima;Municipal;3239,194
Baependi;Municipal;3279,947
Baldim;Municipal;3111,198
Bambuí;Municipal;1936,816
Bandeira;Municipal;3542,607
Bandeira do Sul;Municipal;2014,737
Barão de Cocais;Municipal;3579,453
Barão de Monte Alto;Municipal;3508,772
Barbacena;Municipal;4298,467
Barra Longa;Municipal;1872,591
Barroso;Municipal;3154,706
Bela Vista de Minas;Municipal;5280,339
Belmiro Braga;Municipal;3022,663
Belo Horizonte;Municipal;5723,74
Belo Oriente;Municipal;4927,419
Belo Vale;Municipal;2916,141
Berilo;Municipal;1722,213
Bertópolis;Municipal;2028,845
Berizal;Municipal;2051,933
Betim;Municipal;6676,018
Bias Fortes;Municipal;3767,405
Bicas;Municipal;3074,627
Biquinhas;Municipal;4052,738
Boa Esperança;Municipal;3333,569
Bocaina de Minas;Municipal;2522,284
Bocaiúva;Municipal;3190,015
Bom Despacho;Municipal;3465,601
Bom Jardim de Minas;Municipal;3933,284
Bom Jesus da Penha;Municipal;2836,659
Bom Jesus do Amparo;Municipal;3526,19
Bom Jesus do Galho;Municipal;5514,544
Bom Repouso;Municipal;3934,68
Bom Sucesso;Municipal;3448,719
Bonfim;Municipal;3911,043
Bonfinópolis de Minas;Municipal;3025,845
Bonito de Minas;Municipal;2944,718
Borda da Mata;Municipal;3402,754
Botelhos;Municipal;3572,265
Botumirim;Municipal;2533,852
Brasilândia de Minas;Municipal;3458,466
Brasília de Minas;Municipal;2418,655
Brás Pires;Municipal;2533,56
Braúnas;Municipal;3286,524
Brazópolis;Municipal;2794,123
Brumadinho;Municipal;3425,31
Bueno Brandão;Municipal;3189,557
Buenópolis;Municipal;4220,05
Bugre;Municipal;1544,772
Buritis;Municipal;8165,965
Buritizeiro;Municipal;5369,043
Cabeceira Grande;Municipal;2577,908
Cabo Verde;Municipal;2877,534
Cachoeira da Prata;Municipal;2057,584
Cachoeira de Minas;Municipal;2844,36
Cachoeira Dourada;Municipal;4563,269
Caetanópolis;Municipal;3972,9
Caeté;Municipal;3646,427
Caiana;Municipal;2626,33
Cajuri;Municipal;3893,069
Caldas;Municipal;4752,744
Camacho;Municipal;5581,217
Camanducaia;Municipal;3135,804
Cambuí;Municipal;4948,005
Cambuquira;Municipal;2896,139
Campanário;Municipal;2078,774
Campanha;Municipal;3070,995
Campestre;Municipal;3345,131
Campina Verde;Municipal;
Campo Azul;Municipal;2882,582
Campo Belo;Municipal;3133,965
Campo do Meio;Municipal;2441,028
Campo Florido;Municipal;3400,888
Campos Altos;Municipal;1594,902
Campos Gerais;Municipal;2450,817
Canaã;Municipal;3600,809
Canápolis;Municipal;4739,117
Cana Verde;Municipal;4686,761
Candeias;Municipal;2901,653
Cantagalo;Municipal;3188,546
Caparaó;Municipal;2752,351
Capela Nova;Municipal;2936,787
Capelinha;Municipal;2627,386
Capetinga;Municipal;3967,545
Capim Branco;Municipal;3258,232
Capinópolis;Municipal;3660,229
Capitão Andrade;Municipal;2351,276
Capitão Enéas;Municipal;1820,359
Capitólio;Municipal;3309,387
Caputira;Municipal;2168,241
Caraí;Municipal;2514,449
Caranaíba;Municipal;2681,685
Carandaí;Municipal;3340,075
Carangola;Municipal;2402,237
Caratinga;Municipal;3103,322
Carbonita;Municipal;1571,495
Careaçu;Municipal;3574,329
Carlos Chagas;Municipal;3002,616
Carmésia;Municipal;3663,409
Carmo da Cachoeira;Municipal;3312,464
Carmo da Mata;Municipal;3165,899
Carmo de Minas;Municipal;4014,074
Carmo do Cajuru;Municipal;3379,74
Carmo do Paranaíba;Municipal;3331,413
Carmo do Rio Claro;Municipal;4460,667
Carmópolis de Minas;Municipal;3477,715
Carneirinho;Municipal;3233,377
Carrancas;Municipal;3826,34
Carvalhópolis;Municipal;4256,526
Carvalhos;Municipal;3842,284
