municipio;esfera;rend_medio_bruto_2018
Floriano Peixoto;Municipal;4138,372
Fontoura Xavier;Municipal;3526,41
Formigueiro;Municipal;4497,262
Forquetinha;Municipal;2908,069
Fortaleza dos Valos;Municipal;4756,487
Frederico Westphalen;Municipal;4967,553
Garibaldi;Municipal;6484,249
Garruchos;Municipal;5647,423
Gaurama;Municipal;4758,562
General Câmara;Municipal;4038,034
Gentil;Municipal;3172,176
Getúlio Vargas;Municipal;6583,635
Giruá;Municipal;4494,39
Glorinha;Municipal;4524,021
Gramado;Municipal;5990,463
Gramado dos Loureiros;Municipal;4165,828
Gramado Xavier;Municipal;3586,414
Gravataí;Municipal;5178,126
Guabiju;Municipal;3563,507
Guaíba;Municipal;7465,751
Guaporé;Municipal;4562,737
Guarani das Missões;Municipal;4551,435
Harmonia;Municipal;5082,174
Herveiras;Municipal;4941,395
Horizontina;Municipal;5595,274
Hulha Negra;Municipal;2839,632
Humaitá;Municipal;3490,796
Ibarama;Municipal;3507,816
Ibiaçá;Municipal;5745,934
Ibiraiaras;Municipal;5198,183
Ibirapuitã;Municipal;3540,008
Ibirubá;Municipal;4226,937
Igrejinha;Municipal;4659,083
Ijuí;Municipal;5977,565
Ilópolis;Municipal;4336,644
Imbé;Municipal;4187,413
Imigrante;Municipal;5370,835
Independência;Municipal;5134,803
Inhacorá;Municipal;3224,127
Ipê;Municipal;5389,86
Ipiranga do Sul;Municipal;4384,713
Iraí;Municipal;4309,592
Itaara;Municipal;4029,705
Itacurubi;Municipal;5354,874
Itapuca;Municipal;3175,293
Itaqui;Municipal;6716,032
Itati;Municipal;4239,817
Itatiba do Sul;Municipal;3369,017
Ivorá;Municipal;3892,831
Ivoti;Municipal;4987,762
Jaboticaba;Municipal;3869,479
Jacuizinho;Municipal;3670,104
Jacutinga;Municipal;5147,3
Jaguarão;Municipal;4056,067
Jaguari;Municipal;5434,979
Jaquirana;Municipal;4659,952
Jari;Municipal;4763,14
Jóia;Municipal;8699,89
Júlio de Castilhos;Municipal;5136,164
Lagoa Bonita do Sul;Municipal;5099,215
Lagoão;Municipal;3971,416
Lagoa dos Três Cantos;Municipal;4763,911
Lagoa Vermelha;Municipal;2501,646
Lajeado;Municipal;5367,358
Lajeado do Bugre;Municipal;4866,473
Lavras do Sul;Municipal;5479,322
Liberato Salzano;Municipal;4725,034
Lindolfo Collor;Municipal;4648,402
Linha Nova;Municipal;3593,355
Machadinho;Municipal;4369,705
Maçambará;Municipal;5926,574
Mampituba;Municipal;3895,651
Manoel Viana;Municipal;4756,799
Maquiné;Municipal;5282,399
Maratá;Municipal;4903,194
Marau;Municipal;4445,686
Marcelino Ramos;Municipal;6415,679
Mariana Pimentel;Municipal;5202,587
Mariano Moro;Municipal;3702,37
Marques de Souza;Municipal;3649,672
Mata;Municipal;
Mato Castelhano;Municipal;3297,223
Mato Leitão;Municipal;5144,18
Mato Queimado;Municipal;4096,365
Maximiliano de Almeida;Municipal;3046,131
Minas do Leão;Municipal;3601,156
Miraguaí;Municipal;4549,388
Montauri;Municipal;3331,658
Monte Alegre dos Campos;Municipal;3189,801
Monte Belo do Sul;Municipal;5907,907
Montenegro;Municipal;5524,171
Mormaço;Municipal;3307,807
Morrinhos do Sul;Municipal;4656,267
Morro Redondo;Municipal;4326,001
Morro Reuter;Municipal;4369,915
Mostardas;Municipal;4516,956
Muçum;Municipal;4361,894
Muitos Capões;Municipal;2850,242
Muliterno;Municipal;5132,939
Não-Me-Toque;Municipal;5063,501
Nicolau Vergueiro;Municipal;3468,013
Nonoai;Municipal;5689,553
Nova Alvorada;Municipal;3496,434
Nova Araçá;Municipal;5284,387
Nova Bassano;Municipal;3815,864
Nova Boa Vista;Municipal;4967,756
Nova Bréscia;Municipal;5454,784
Nova Candelária;Municipal;5587,42
Nova Esperança do Sul;Municipal;5586,357
Nova Hartz;Municipal;5031,657
Nova Pádua;Municipal;4106,825
Nova Palma;Municipal;4393,677
Nova Petrópolis;Municipal;5158,74
Nova Prata;Municipal;5273,484
Nova Ramada;Municipal;5625,611
Nova Roma do Sul;Municipal;6421,743
Nova Santa Rita;Municipal;4603,138
Novo Cabrais;Municipal;5028,184
Novo Hamburgo;Municipal;6015,659
Novo Machado;Municipal;4151,588
Novo Tiradentes;Municipal;4365,391
Novo Xingu;Municipal;5217,374
Novo Barreiro;Municipal;4411,534
Osório;Municipal;6715,224
Paim Filho;Municipal;3542,424
Palmares do Sul;Municipal;4431,063
Palmeira das Missões;Municipal;4173,557
Palmitinho;Municipal;4511,24
Panambi;Municipal;5409,35
Pantano Grande;Municipal;4284,833
Paraí;Municipal;3478,124
Paraíso do Sul;Municipal;4821,361
Pareci Novo;Municipal;4995,149
Parobé;Municipal;5022,008
Passa Sete;Municipal;4424,142
Passo do Sobrado;Municipal;5409,126
Passo Fundo;Municipal;6787,424
Paulo Bento;Municipal;3749,429
Paverama;Municipal;4473,318
Pedras Altas;Municipal;4109,775
Pedro Osório;Municipal;4101,853
Pejuçara;Municipal;4948,299
Pelotas;Municipal;4521,475
Picada Café;Municipal;4883,89
Pinhal;Municipal;4711,036
Pinhal da Serra;Municipal;4765,148
Pinhal Grande;Municipal;4672,52
Pinheirinho do Vale;Municipal;3886,953
Pinheiro Machado;Municipal;3594,063
Pinto Bandeira;Municipal;4569,377
Pirapó;Municipal;5146,237
Piratini;Municipal;4574,237
Planalto;Municipal;5892,405
Poço das Antas;Municipal;4767,797
Pontão;Municipal;4413,014
Ponte Preta;Municipal;5260,296
Portão;Municipal;6148,326
Porto Alegre;Municipal;12137,28
Porto Lucena;Municipal;6083,655
Porto Mauá;Municipal;4482,158
Porto Vera Cruz;Municipal;4829,67
Porto Xavier;Municipal;5181,922
Pouso Novo;Municipal;2722,372
Presidente Lucena;Municipal;4188,313
Progresso;Municipal;2907,07
Protásio Alves;Municipal;3866,144
Putinga;Municipal;3965,195
Quaraí;Municipal;2251,433
Quatro Irmãos;Municipal;3590,463
Quevedos;Municipal;4855,894
Quinze de Novembro;Municipal;3913,217
Redentora;Municipal;4986,05
Relvado;Municipal;3720,117
Restinga Sêca;Municipal;4896,962
Rio dos Índios;Municipal;6007,846
Rio Grande;Municipal;6961,653
Rio Pardo;Municipal;4974,757
Riozinho;Municipal;3175,562
Roca Sales;Municipal;5408,021
Rodeio Bonito;Municipal;3335,337
Rolador;Municipal;6348,133
Rolante;Municipal;4457,364
Ronda Alta;Municipal;5249,378
Rondinha;Municipal;3752,329
Roque Gonzales;Municipal;6045,382
Rosário do Sul;Municipal;1774,458
Sagrada Família;Municipal;4294,29
Saldanha Marinho;Municipal;5918,407
Salto do Jacuí;Municipal;4471,961
Salvador das Missões;Municipal;4858,088
Salvador do Sul;Municipal;4580,527
Sananduva;Municipal;4055,305
Santa Bárbara do Sul;Municipal;3771,541
Santa Cecília do Sul;Municipal;4816,906
Santa Clara do Sul;Municipal;2886,41
Santa Cruz do Sul;Municipal;5315,623
Santa Maria;Municipal;8901,559
Santa Maria do Herval;Municipal;5034,378
Santa Margarida do Sul;Municipal;5417,914
Santana da Boa Vista;Municipal;2454,122
Sant'Ana do Livramento;Municipal;5258,9
Santa Rosa;Municipal;5741,864
Santa Tereza;Municipal;3364,679
Santa Vitória do Palmar;Municipal;4535,748
Santiago;Municipal;5298,301
Santo Ângelo;Municipal;5554,922
Santo Antônio do Palma;Municipal;3886,567
Santo Antônio da Patrulha;Municipal;3353,158
Santo Antônio das Missões;Municipal;5269,168
Santo Antônio do Planalto;Municipal;3658,625
Santo Augusto;Municipal;5361,997
Santo Cristo;Municipal;4709,764
Santo Expedito do Sul;Municipal;4168,786
São Borja;Municipal;4538,874
São Domingos do Sul;Municipal;5217,38
São Francisco de Assis;Municipal;5292,305
São Francisco de Paula;Municipal;5744,903
São Gabriel;Municipal;5595,847
São Jerônimo;Municipal;3439,64
São João da Urtiga;Municipal;3650,137
São João do Polêsine;Municipal;4124,831
São Jorge;Municipal;4171,163
São José das Missões;Municipal;5149,247
São José do Herval;Municipal;6145,122
São José do Hortêncio;Municipal;4065,728
São José do Inhacorá;Municipal;4782,7
São José do Norte;Municipal;2321,746
São José do Ouro;Municipal;4683,553
São José do Sul;Municipal;5614,961
São José dos Ausentes;Municipal;4863,773
São Leopoldo;Municipal;6306,928
São Lourenço do Sul;Municipal;4041,347
São Luiz Gonzaga;Municipal;5205,358
São Marcos;Municipal;3923,039
São Martinho;Municipal;4489,185
São Martinho da Serra;Municipal;5801,936
São Miguel das Missões;Municipal;5876,235
São Nicolau;Municipal;4211,914
São Paulo das Missões;Municipal;4263,846
São Pedro da Serra;Municipal;4019,636
São Pedro das Missões;Municipal;4433,118
São Pedro do Butiá;Municipal;5567,701
São Pedro do Sul;Municipal;3841,336
São Sebastião do Caí;Municipal;4008,832
São Sepé;Municipal;2427,387
São Valentim;Municipal;4073,236
São Valentim do Sul;Municipal;3396,55
São Valério do Sul;Municipal;4866,302
São Vendelino;Municipal;4373,672
São Vicente do Sul;Municipal;6535,157
Sapiranga;Municipal;4181,267
Sapucaia do Sul;Municipal;5745,699
Sarandi;Municipal;5092,974
Seberi;Municipal;4957,828
Sede Nova;Municipal;3848,154
Segredo;Municipal;4117,584
Selbach;Municipal;4011,558
Senador Salgado Filho;Municipal;6666,13
Sentinela do Sul;Municipal;4816,388
Serafina Corrêa;Municipal;4179,34
Sério;Municipal;3241,264
Sertão;Municipal;6177,99
Sertão Santana;Municipal;6114,711
Sete de Setembro;Municipal;5077,553
Severiano de Almeida;Municipal;5023,276
Silveira Martins;Municipal;6777,151
Sinimbu;Municipal;6332,461
Sobradinho;Municipal;2893,222
Soledade;Municipal;4205,917
Tabaí;Municipal;4207,401
Tapejara;Municipal;4154,755
Tapera;Municipal;3704,273
Tapes;Municipal;5121,339
Taquara;Municipal;4027,463
Taquari;Municipal;3107,476
Taquaruçu do Sul;Municipal;4913,229
Tavares;Municipal;3549,814
Tenente Portela;Municipal;4256,854
Terra de Areia;Municipal;3752,726
Teutônia;Municipal;5793,097
Tio Hugo;Municipal;3699,267
Tiradentes do Sul;Municipal;5536,791
Toropi;Municipal;5046,196
Torres;Municipal;6703,411
Tramandaí;Municipal;4969,702
Travesseiro;Municipal;4010,329
Três Arroios;Municipal;5124,682
Três Cachoeiras;Municipal;7156,344
Três Coroas;Municipal;3881,405
Três de Maio;Municipal;5266,044
Três Forquilhas;Municipal;4534,897
Três Palmeiras;Municipal;3748,029
Três Passos;Municipal;6533,427
Trindade do Sul;Municipal;3831,99
Triunfo;Municipal;9412,258
Tucunduva;Municipal;3757,315
Tunas;Municipal;2750,357
Tupanci do Sul;Municipal;5443,635
Tupanciretã;Municipal;6224,603
Tupandi;Municipal;6329,782
Tuparendi;Municipal;5328,459
Turuçu;Municipal;3651,903
Ubiretama;Municipal;9962,892
União da Serra;Municipal;3172,742
Unistalda;Municipal;5625,912
Uruguaiana;Municipal;5247,958
Vacaria;Municipal;4722,221
Vale Verde;Municipal;6785,859
Vale do Sol;Municipal;4932,764
Vale Real;Municipal;5256,147
Vanini;Municipal;3799,776
Venâncio Aires;Municipal;5755,428
Vera Cruz;Municipal;5430,97
Veranópolis;Municipal;5583,112
Vespasiano Corrêa;Municipal;5348,944
Viadutos;Municipal;4401,511
Viamão;Municipal;6346,956
Vicente Dutra;Municipal;4532,539
Victor Graeff;Municipal;3826,002
Vila Flores;Municipal;5987,84
Vila Lângaro;Municipal;5902,312
Vila Maria;Municipal;4596,241
Vila Nova do Sul;Municipal;5602,383
Vista Alegre;Municipal;5140,116
Vista Alegre do Prata;Municipal;4064,139
Vista Gaúcha;Municipal;4451,009
Vitória das Missões;Municipal;4239,859
Westfália;Municipal;5312,041
Xangri-lá;Municipal;6619,7
Água Clara;Municipal;3678,637
Alcinópolis;Municipal;4527,165
Amambai;Municipal;4856,762
Anastácio;Municipal;4459,968
Anaurilândia;Municipal;7255,401
Angélica;Municipal;
Antônio João;Municipal;2144,807
Aparecida do Taboado;Municipal;8802,412
Aquidauana;Municipal;6601,667
Aral Moreira;Municipal;4235,408
Bandeirantes;Municipal;4422,996
Bataguassu;Municipal;4255,184
Batayporã;Municipal;4852,826
Bela Vista;Municipal;5629,029
Bodoquena;Municipal;5209,824
Bonito;Municipal;5595,89
Brasilândia;Municipal;3034,133
Caarapó;Municipal;4492,57
Camapuã;Municipal;4581,982
Campo Grande;Municipal;8473,047
Caracol;Municipal;2256,292
Cassilândia;Municipal;6476,833
Chapadão do Sul;Municipal;4203,307
Corguinho;Municipal;4177,309
Coronel Sapucaia;Municipal;4394,993
Corumbá;Municipal;5476,655
Costa Rica;Municipal;3489,354
Coxim;Municipal;6131,116
Deodápolis;Municipal;2685,915
Dois Irmãos do Buriti;Municipal;4051,221
Douradina;Municipal;3728,08
Dourados;Municipal;6087,327
Eldorado;Municipal;3990,829
Fátima do Sul;Municipal;5319,862
Figueirão;Municipal;5717,915
Glória de Dourados;Municipal;4199,128
Guia Lopes da Laguna;Municipal;4889,647
Iguatemi;Municipal;3746,37
Inocência;Municipal;3277,635
Itaporã;Municipal;5877,702
Itaquiraí;Municipal;5769,069
Ivinhema;Municipal;5399,252
Japorã;Municipal;3568,534
Jaraguari;Municipal;3874,223
Jardim;Municipal;7979,872
Jateí;Municipal;5899,916
Juti;Municipal;4269,912
Ladário;Municipal;4990,014
Laguna Carapã;Municipal;3004,914
Maracaju;Municipal;4448,022
Miranda;Municipal;3822,872
Mundo Novo;Municipal;8456,157
Naviraí;Municipal;4999,56
Nioaque;Municipal;2216,889
Nova Alvorada do Sul;Municipal;4266,5
Nova Andradina;Municipal;5585,737
Novo Horizonte do Sul;Municipal;4308,185
Paraíso das Águas;Municipal;4038,572
Paranaíba;Municipal;5096,025
Paranhos;Municipal;2202,729
Pedro Gomes;Municipal;4351,327
Ponta Porã;Municipal;5954,371
Porto Murtinho;Municipal;5298,699
Ribas do Rio Pardo;Municipal;6252,441
Rio Brilhante;Municipal;5719,741
Rio Negro;Municipal;2949,774
Rio Verde de Mato Grosso;Municipal;4052,527
Rochedo;Municipal;3953,495
Santa Rita do Pardo;Municipal;3639,66
São Gabriel do Oeste;Municipal;5486,944
Sete Quedas;Municipal;5559,06
Selvíria;Municipal;4001,234
Sidrolândia;Municipal;4351,509
Sonora;Municipal;5611,673
Tacuru;Municipal;4172,213
Taquarussu;Municipal;5334,472
Terenos;Municipal;2679,588
Três Lagoas;Municipal;6159,988
Vicentina;Municipal;4349,937
Acorizal;Municipal;3870,66
Água Boa;Municipal;3898,865
Alta Floresta;Municipal;2965,809
Alto Araguaia;Municipal;5401,686
Alto Boa Vista;Municipal;4560,784
Alto Garças;Municipal;3597,623
Alto Paraguai;Municipal;4577,494
Alto Taquari;Municipal;4956,981
Apiacás;Municipal;4969,838
Araguaiana;Municipal;3634,442
Araguainha;Municipal;3571,214
Araputanga;Municipal;5694,152
Arenápolis;Municipal;4857,093
Aripuanã;Municipal;4786,602
Barão de Melgaço;Municipal;4052,937
Barra do Bugres;Municipal;4271,245
Barra do Garças;Municipal;3264,99
Bom Jesus do Araguaia;Municipal;3232,162
Brasnorte;Municipal;5566,271
Cáceres;Municipal;5267,648
Campinápolis;Municipal;3738,74
Campo Novo do Parecis;Municipal;5066,528
Campo Verde;Municipal;5237,299
Campos de Júlio;Municipal;7510,333
Canabrava do Norte;Municipal;4251,828
Canarana;Municipal;4094,138
Carlinda;Municipal;3956,79
Castanheira;Municipal;3261,251
Chapada dos Guimarães;Municipal;5761,817
Cláudia;Municipal;5193,314
Cocalinho;Municipal;3434,449
Colíder;Municipal;4409,987
Colniza;Municipal;4171,472
Comodoro;Municipal;3316,74
Confresa;Municipal;4519,959
Conquista D'Oeste;Municipal;6932,354
Cotriguaçu;Municipal;4247,967
Cuiabá;Municipal;
Curvelândia;Municipal;5580,604
Denise;Municipal;5873,48
Diamantino;Municipal;5971,94
Dom Aquino;Municipal;2537,664
Feliz Natal;Municipal;3443,541
Figueirópolis D'Oeste;Municipal;3458,526
Gaúcha do Norte;Municipal;2835,109
General Carneiro;Municipal;2148,41
Glória D'Oeste;Municipal;4173,242
Guarantã do Norte;Municipal;3732,662
Guiratinga;Municipal;4620,67
Indiavaí;Municipal;5608,626
Ipiranga do Norte;Municipal;6667,16
Itanhangá;Municipal;4358,578
Itaúba;Municipal;4532,095
Itiquira;Municipal;4883,873
Jaciara;Municipal;4893,291
Jangada;Municipal;3734,704
Jauru;Municipal;5125,286
Juara;Municipal;3906,392
Juína;Municipal;4351,184
Juruena;Municipal;4279,223
Juscimeira;Municipal;4813,058
Lambari D'Oeste;Municipal;5131,111
Lucas do Rio Verde;Municipal;7146,587
Luciara;Municipal;1998,144
Vila Bela da Santíssima Trindade;Municipal;3919,13
Marcelândia;Municipal;5211,309
Matupá;Municipal;3593,306
Mirassol d'Oeste;Municipal;4480,66
Nobres;Municipal;5764,345
Nortelândia;Municipal;4009,555
Nossa Senhora do Livramento;Municipal;4013,184
Nova Bandeirantes;Municipal;3856,156
Nova Nazaré;Municipal;3044,62
Nova Lacerda;Municipal;4491,86
Nova Santa Helena;Municipal;4990,212
Nova Brasilândia;Municipal;4800,058
Nova Canaã do Norte;Municipal;4633,516
Nova Mutum;Municipal;5306,388
Nova Olímpia;Municipal;5340,793
Nova Ubiratã;Municipal;4590,249
Nova Xavantina;Municipal;4369,884
Novo Mundo;Municipal;4228,666
Novo Horizonte do Norte;Municipal;4062,805
Novo São Joaquim;Municipal;4616,908
Paranaíta;Municipal;4078,078
Paranatinga;Municipal;4907,612
Novo Santo Antônio;Municipal;3363,968
Pedra Preta;Municipal;3604,998
Peixoto de Azevedo;Municipal;5102,429
Planalto da Serra;Municipal;2805,046
Poconé;Municipal;5638,742
Pontal do Araguaia;Municipal;4068,361
Ponte Branca;Municipal;4026,53
Pontes e Lacerda;Municipal;5102,068
Porto Alegre do Norte;Municipal;
Porto dos Gaúchos;Municipal;6578,929
Porto Esperidião;Municipal;3552,954
Porto Estrela;Municipal;5852,023
Poxoréu;Municipal;2987,136
Primavera do Leste;Municipal;5198,462
Querência;Municipal;4687,961
São José dos Quatro Marcos;Municipal;4331,936
Reserva do Cabaçal;Municipal;2984,713
Ribeirão Cascalheira;Municipal;3626,707
Ribeirãozinho;Municipal;3315,712
Rio Branco;Municipal;4172,97
Santa Carmem;Municipal;4376,229
Santo Afonso;Municipal;4244,099
São José do Povo;Municipal;5394,32
São José do Rio Claro;Municipal;6943,121
São José do Xingu;Municipal;5159,217
São Pedro da Cipa;Municipal;5065,35
Rondolândia;Municipal;2164,599
Rondonópolis;Municipal;5283,202
Rosário Oeste;Municipal;4503,085
Santa Cruz do Xingu;Municipal;4375,125
Salto do Céu;Municipal;3162,798
Santa Rita do Trivelato;Municipal;4884,363
Santa Terezinha;Municipal;3548,428
Santo Antônio do Leste;Municipal;3415,861
Santo Antônio do Leverger;Municipal;4097,965
São Félix do Araguaia;Municipal;3722,699
Sapezal;Municipal;4734,273
Serra Nova Dourada;Municipal;2358,982
Sinop;Municipal;4933,734
Sorriso;Municipal;5319,91
Tabaporã;Municipal;5281,81
Tangará da Serra;Municipal;4366,653
Tapurah;Municipal;4763,775
Terra Nova do Norte;Municipal;4164,833
Tesouro;Municipal;
Torixoréu;Municipal;4482,45
União do Sul;Municipal;4540,769
Vale de São Domingos;Municipal;4189,92
Várzea Grande;Municipal;4668,859
Vera;Municipal;4668,413
Vila Rica;Municipal;5270,504
Nova Guarita;Municipal;3812,05
Nova Marilândia;Municipal;4977,704
Nova Maringá;Municipal;4018,277
Nova Monte Verde;Municipal;4353,004
Abadia de Goiás;Municipal;3388,496
Abadiânia;Municipal;4742,242
Acreúna;Municipal;3797,401
Adelândia;Municipal;2489,994
Água Fria de Goiás;Municipal;2117,25
Água Limpa;Municipal;3625,863
Águas Lindas de Goiás;Municipal;3935,97
Alexânia;Municipal;4873,59
Aloândia;Municipal;3768,553
Alto Horizonte;Municipal;4682,762
Alto Paraíso de Goiás;Municipal;4030,26
Alvorada do Norte;Municipal;3796,699
Amaralina;Municipal;1771,914
Americano do Brasil;Municipal;3921,959
Amorinópolis;Municipal;3261,619
Anápolis;Municipal;6261,226
Anhanguera;Municipal;3360,413
Anicuns;Municipal;3617,447
Aparecida de Goiânia;Municipal;5549,471
Aparecida do Rio Doce;Municipal;4291,674
Aporé;Municipal;4677,832
Araçu;Municipal;2377,888
Aragarças;Municipal;3614,807
Aragoiânia;Municipal;3873,057
Araguapaz;Municipal;2646,699
Arenópolis;Municipal;2149,113
Aruanã;Municipal;2098,781
Aurilândia;Municipal;6242,826
Avelinópolis;Municipal;3253,295
Baliza;Municipal;4851,423
Barro Alto;Municipal;4161,009
Bela Vista de Goiás;Municipal;4544,488
Bom Jardim de Goiás;Municipal;3426,581
Bom Jesus de Goiás;Municipal;5027,273
Bonfinópolis;Municipal;3732,72
Bonópolis;Municipal;4566,513
Brazabrantes;Municipal;
Britânia;Municipal;2881,07
Buriti Alegre;Municipal;4125,339
Buriti de Goiás;Municipal;1594,462
Buritinópolis;Municipal;
Cabeceiras;Municipal;3509,406
Cachoeira Alta;Municipal;5310,81
Cachoeira de Goiás;Municipal;4441,8
Cachoeira Dourada;Municipal;5106,36
Caçu;Municipal;4558,513
Caiapônia;Municipal;4113,394
Caldas Novas;Municipal;5122,949
Caldazinha;Municipal;4802,663
Campestre de Goiás;Municipal;4080,25
Campinaçu;Municipal;3393,955
Campinorte;Municipal;4520,003
Campo Alegre de Goiás;Municipal;4045,277
Campo Limpo de Goiás;Municipal;2914,012
Campos Belos;Municipal;3920,084
Campos Verdes;Municipal;2132,457
Carmo do Rio Verde;Municipal;3667,446
Castelândia;Municipal;3687,404
Catalão;Municipal;7963,115
Caturaí;Municipal;7224,332
Cavalcante;Municipal;4271,38
Ceres;Municipal;4069,183
Cezarina;Municipal;3942,965
Chapadão do Céu;Municipal;3670,006
Cidade Ocidental;Municipal;4157,845
Cocalzinho de Goiás;Municipal;4453,736
Colinas do Sul;Municipal;3711,355
Córrego do Ouro;Municipal;3185,48
Corumbá de Goiás;Municipal;3869,671
Corumbaíba;Municipal;3709,342
Cristalina;Municipal;4276,794
Cristianópolis;Municipal;4625,316
Crixás;Municipal;3509,947
Cromínia;Municipal;1921,231
Cumari;Municipal;4304,402
Damianópolis;Municipal;2745,777
Damolândia;Municipal;3277,475
Davinópolis;Municipal;2554,675
Diorama;Municipal;2644,653
Doverlândia;Municipal;4730,722
Edealina;Municipal;3748,735
Edéia;Municipal;4235,273
Estrela do Norte;Municipal;3552,442
Faina;Municipal;2915,638
Fazenda Nova;Municipal;2640,697
Firminópolis;Municipal;2958,883
Flores de Goiás;Municipal;2257,265
Formosa;Municipal;
Formoso;Municipal;2284,368
Gameleira de Goiás;Municipal;3412,964
Divinópolis de Goiás;Municipal;2941,236
Goianápolis;Municipal;3391,127
Goiandira;Municipal;2288,619
Goianésia;Municipal;3161,433
Goiânia;Municipal;7912,292
Goianira;Municipal;4343,487
Goiás;Municipal;2420,023
Goiatuba;Municipal;6367,376
Gouvelândia;Municipal;2689,367
Guapó;Municipal;2589,282
Guaraíta;Municipal;4011,088
Guarani de Goiás;Municipal;3006,245
Guarinos;Municipal;3141,577
Heitoraí;Municipal;1346,324
Hidrolândia;Municipal;
Hidrolina;Municipal;2602,738
Iaciara;Municipal;3619,573
Inaciolândia;Municipal;3478,502
Indiara;Municipal;3823,255
Inhumas;Municipal;4022,226
Ipameri;Municipal;4615,57
Ipiranga de Goiás;Municipal;3311,946
Iporá;Municipal;3868,558
Israelândia;Municipal;5137,431
Itaberaí;Municipal;4465,567
Itaguari;Municipal;
Itaguaru;Municipal;3291,015
Itajá;Municipal;3244,174
Itapaci;Municipal;3365,103
Itapirapuã;Municipal;3784,278
Itapuranga;Municipal;3914,237
Itarumã;Municipal;2062,082
Itauçu;Municipal;3323,814
Itumbiara;Municipal;
Ivolândia;Municipal;2895,444
Jandaia;Municipal;5130,089
Jaraguá;Municipal;3635,699
Jataí;Municipal;5111,436
Jaupaci;Municipal;2867,022
Jesúpolis;Municipal;
Joviânia;Municipal;3593,153
Jussara;Municipal;9459,002
Lagoa Santa;Municipal;4901,204
Leopoldo de Bulhões;Municipal;2805,365
Luziânia;Municipal;3663,336
Mairipotaba;Municipal;3836,786
Mambaí;Municipal;4185,565
Mara Rosa;Municipal;3207,266
Marzagão;Municipal;2794,69
Matrinchã;Municipal;
Maurilândia;Municipal;3481,043
Mimoso de Goiás;Municipal;3629,79
Minaçu;Municipal;6925,291
Mineiros;Municipal;4388,635
Moiporá;Municipal;2784,038
Monte Alegre de Goiás;Municipal;2316,945
Montes Claros de Goiás;Municipal;3963,259
Montividiu;Municipal;5175,6
Montividiu do Norte;Municipal;2735,768
Morrinhos;Municipal;4994,921
Morro Agudo de Goiás;Municipal;1868,766
Mossâmedes;Municipal;2571,982
Mozarlândia;Municipal;2497,647
Mundo Novo;Municipal;3021,892
Mutunópolis;Municipal;6524,245
Nazário;Municipal;2550,521
Nerópolis;Municipal;5079,587
Niquelândia;Municipal;3762,899
Nova América;Municipal;2350,84
Nova Aurora;Municipal;3497,772
Nova Crixás;Municipal;3892,827
Nova Glória;Municipal;2293,527
Nova Iguaçu de Goiás;Municipal;3442,228
Nova Roma;Municipal;3672,745
Nova Veneza;Municipal;3159,024
Novo Brasil;Municipal;1994,556
Novo Gama;Municipal;4838,591
Novo Planalto;Municipal;3822,521
Orizona;Municipal;3826,803
Ouro Verde de Goiás;Municipal;5745,776
Ouvidor;Municipal;4420,635
Padre Bernardo;Municipal;4102,429
Palestina de Goiás;Municipal;2841,806
Palmeiras de Goiás;Municipal;4047,615
Palmelo;Municipal;2681,426
Palminópolis;Municipal;2422,468
Panamá;Municipal;5900,99
Paranaiguara;Municipal;2753,729
Paraúna;Municipal;4425,685
Perolândia;Municipal;4395,345
Petrolina de Goiás;Municipal;5713,753
Pilar de Goiás;Municipal;1624,128
Piracanjuba;Municipal;6149,373
Piranhas;Municipal;4360,377
Pirenópolis;Municipal;3620,321
Pires do Rio;Municipal;
Planaltina;Municipal;3530,627
Pontalina;Municipal;3165,341
Porangatu;Municipal;4237,195
Porteirão;Municipal;5331,067
Portelândia;Municipal;3526,276
Posse;Municipal;
Professor Jamil;Municipal;5938,854
Quirinópolis;Municipal;3571,18
Rialma;Municipal;3415,94
Rianápolis;Municipal;3546,467
Rio Quente;Municipal;6278,59
Rio Verde;Municipal;7426,646
Rubiataba;Municipal;4275,93
Sanclerlândia;Municipal;2070,685
Santa Bárbara de Goiás;Municipal;1950,423
Santa Cruz de Goiás;Municipal;1861,156
Santa Fé de Goiás;Municipal;4827,153
Santa Helena de Goiás;Municipal;7834,189
Santa Isabel;Municipal;2990,061
Santa Rita do Araguaia;Municipal;3541,996
Santa Rita do Novo Destino;Municipal;3072,524
Santa Rosa de Goiás;Municipal;4591,195
Santa Tereza de Goiás;Municipal;3530,896
Santa Terezinha de Goiás;Municipal;2832,666
Santo Antônio da Barra;Municipal;2289,278
Santo Antônio de Goiás;Municipal;3860,894
Santo Antônio do Descoberto;Municipal;4455,388
São Domingos;Municipal;3199,677
São Francisco de Goiás;Municipal;4717,594
São João d'Aliança;Municipal;3449,665
São João da Paraúna;Municipal;3351,024
São Luís de Montes Belos;Municipal;4225,226
São Luiz do Norte;Municipal;3081,497
São Miguel do Araguaia;Municipal;3463,613
São Miguel do Passa Quatro;Municipal;3045,804
São Patrício;Municipal;
São Simão;Municipal;4671,765
Senador Canedo;Municipal;4842,43
Serranópolis;Municipal;4958,496
Silvânia;Municipal;3483,287
Simolândia;Municipal;3701,408
Sítio d'Abadia;Municipal;2609,62
Taquaral de Goiás;Municipal;4413,5
Teresina de Goiás;Municipal;2727,456
Terezópolis de Goiás;Municipal;4281,605
Três Ranchos;Municipal;2570,022
