cod;escola;zona;esfera
29393477;ESCOLA MUNICIPAL MARIA FRANCISCA DA SILVA;Rural;Municipal
29398380;ESCOLA MUNICIPAL DR SABINO ALVES DA SILVA;Rural;Municipal
29401720;ESCOLA MUNICIPAL SALVADOR CORREIA DE OLIVEIRA;Rural;Municipal
29427223;ESCOLA FAMILIA AGRICOLA DO SERTAO;Rural;Privada
29428327;ESCOLA MUNICIPAL PROFESSORA MARLENE ANDRADE SILVA E ANDRADE;Rural;Municipal
29437032;ESCOLA PASTOR JOSE EMILIO EMERENCIANO;Urbana;Municipal
29447739;COLEGIO MUNICIPAL PROFESSORA OTACILIA CARDOSO DE MATOS;Urbana;Municipal
29448077;ESCOLA MUNICIPAL EPIFANIO REIS DE SANTANA;Rural;Municipal
29464838;ESCOLA MODELO ISABEL AZEVEDO PINTO;Rural;Municipal
29475740;COLEGIO DNA FASB;Urbana;Privada
29992737;ESCOLA MUNICIPAL TEREZA ALVES DE ANDRADE;Rural;Municipal
29040043;ESCOLA MUNICIPAL VEREADOR JOAQUIM BARBOSA;Urbana;Municipal
29040051;ESCOLA MUNICIPAL APRIGIO DE QUEIROZ;Rural;Municipal
29040132;ESCOLA FRANCISCO NOVAIS;Rural;Municipal
29040515;ESCOLA ANTONIO CARDOSO DE ALMEIDA;Rural;Municipal
29074193;CEJA-CENTRO EDUCACIONAL JOSE DE ANCHIETA;Urbana;Privada
29074215;ESCOLA MUNICIPAL EUTIMIO GABRIEL DE VALOIS COUTINHO;Rural;Municipal
29074223;COLEGIO NOSSA SENHORA DA GRACA;Urbana;Privada
29074436;ESCOLA MUNICIPAL ANTONIO GABRIEL SOBRINHO;Rural;Municipal
29074819;ESCOLA MUNICIPALIZADA DE PRIMEIRO GRAU YEDA BARRADAS CARNEIRO;Urbana;Municipal
29074886;ESCOLA MUNICIPAL ANDRADINA MONTENEGRO;Rural;Municipal
29075033;ESCOLA MUNICIPAL DE 1 GRAU CECILIANO FERREIRA DE ANDRADE;Rural;Municipal
29075122;ESCOLA MUNICIPAL DOIS DE JULHO DE ICO;Rural;Municipal
29075246;ESCOLA ABC ATIVA BASICA CRIATIVA;Urbana;Privada
29075262;COLEGIO MUNICIPALIZADO CORONEL DIAS COELHO;Urbana;Municipal
29075386;ESCOLA MUNICIPAL BARTOLOMEU LONGUINHO DE ALMEIDA;Rural;Municipal
29075505;ESCOLA MUNICIPALIZADA 1 GRAU AUGUSTO ROCHA;Rural;Municipal
29366836;ESCOLA MUNICIPAL DURVAL BRITO;Rural;Municipal
29366879;ESCOLA MUNICIPAL JOAO HENRIQUE DE SANTANA;Rural;Municipal
29366887;ESCOLA MUNICIPAL DE BEIRA DO RIO;Rural;Municipal
29369452;ESCOLA MUNICIPAL ADALBERTO PEREIRA;Urbana;Municipal
29250498;COLEGIO MUNICIPAL MINISTRO LUIZ VIANA FILHO;Urbana;Municipal
29250625;COLEGIO MUNICIPAL DEPUTADO JOAO ALVES DE MACEDO;Urbana;Municipal
29376440;COLEGIO MUNICIPAL DOM HOMERO LEITE MEIRA;Rural;Municipal
29395054;COLEGIO MUNICIPAL ORLINDO NOGUEIRA;Rural;Municipal
29217032;ESCOLAS REUNIDAS DR RODRIGUES LIMA;Urbana;Municipal
29217067;ESCOLA MUNICIPAL 1º E 2º GRAUS EURICO BELO;Urbana;Municipal
29217296;ESC MUNIC DARIO JOSE DE NOVAIS;Urbana;Municipal
29367506;ESCOLA MUNICIPAL JOSE PAULO DE LIMA;Rural;Municipal
29384672;ESCOLA MUNICIPAL DE 1º GRAU BENJAMIN ALENCAR;Rural;Municipal
29461855;CENTRO EDUCACIONAL LAPIDAR;Urbana;Privada
29324777;COLEGIO LEON FEFFER I - ITABATA;Urbana;Privada
29324815;ESCOLA MUNICIPAL DEPUTADO PRISCO VIANA;Urbana;Municipal
29324831;ESCOLA MUNICIPAL GUSTAVO ANTUNES SAUDE;Urbana;Municipal
29324840;ESCOLA MUNICIPAL VIRGILIO TEOFILO;Urbana;Municipal
29325030;COLEGIO MUNICIPAL DE 1 E 2 GRAUS DE ITABATAN;Urbana;Municipal
29325048;ESCOLA MUNICIPAL ANTONIO CAMARA RIBEIRO;Urbana;Municipal
29325080;ESCOLA MUNICIPAL DEPUTADA ANA OLIVEIRA;Urbana;Municipal
29325331;INSTITUTO EDUCACIONAL DE 1º E 2º GRAUS OPCAO;Urbana;Privada
29325366;ESCOLA MUNICIPAL HERNANI SAUDE RIBEIRO;Urbana;Municipal
29325382;ESCOLA MUNICIPAL 1 GRAU ARISTIDES ROCHA;Urbana;Municipal
29329132;COLEGIO LEON FEFFER II - MUCURI;Urbana;Privada
29389674;ESCOLA MUNICIPAL DE 1 GRAU DEPUTADO FEDERAL LUIS EDUARDO MAGALHAES;Urbana;Municipal
29399246;EE - COLEGIO ESTADUAL ALCIDES AFONSO DE SOUZA - ASSENTAMENTO PAULO FREIRE- TEMPO INTEGRAL;Rural;Estadual
29492602;CENTRO EDUCACIONAL BEM ME QUER;Urbana;Privada
29065879;COLEGIO MUNICIPAL JOAO PRIMO DA SILVA;Urbana;Municipal
29066115;ESCOLA JOSE FRANCISCO DOS SANTOS;Rural;Municipal
29066140;ESCOLA MUNICIPALJOSE TIAGO DE OLIVEIRA;Rural;Municipal
29086450;ESCOLA MUNICIPALIZADA ANTONIO ANGELO DE LIMA;Urbana;Municipal
29086566;COLEGIO MUNICIPAL JOSE CARLOS DA MOTA;Urbana;Municipal
29087104;COLEGIO REGIONAL DE JEQUITIBA;Rural;Municipal
29087112;COLEGIO MUNICIPAL OLIMPIA MASCARENHAS;Rural;Municipal
29087147;COLEGIO IBIAPORA;Rural;Municipal
29369649;CENTRO EDUCACIONAL SANTO AGOSTINHO;Urbana;Privada
29168791;ESCOLA MUNICIPAL DALMACIO BRITO DE SOUZA;Urbana;Municipal
29169119;ESCOLA MUNICIPALIZADA CECY MURICY BARRETO;Urbana;Municipal
29040558;COLEGIO MUL DR ANTONIO CARLOS MAGALHAES;Urbana;Municipal
29040590;COLEGIO MUNICIPAL LIMOEIRO;Rural;Municipal
29040604;COLEGIO MUNICIPAL ADOLFO GOMES PEREIRA;Rural;Municipal
29040701;COLEGIO MUNICIPAL SOFIA MORENO PEREIRA;Rural;Municipal
29040736;COLEGIO MUNICIPAL RODRIGO JOSE DE QUEIROZ;Rural;Municipal
29040868;COL MUN JOAO CARLOS ALVES FLORES;Rural;Municipal
29040965;ESCOLA MUNICIPAL GILSON GOMES DE SANTANA PEREIRA;Rural;Municipal
29041015;COLEGIO MUNICIPAL RUI BARBOSA;Rural;Municipal
29332389;COLEGIO MUNICIPAL NIZAN GUERREIRO;Rural;Municipal
29343143;COLEGIO MUNICIPAL AULINO GUIMARAES;Rural;Municipal
29383692;COLEGIO MUNICIPAL SANTA BARBARA;Rural;Municipal
29460794;EE - COLEGIO INDIGENA PAGE ROQUE MOISES DA SILVA - ALDEIA TUXA;Rural;Estadual
29509009;ESCOLA MUNICIPAL MANOEL DIAS;Rural;Municipal
29169151;CENTRO EDUCACIONAL BATISTA;Urbana;Privada
29169275;EE - COLEGIO ESTADUAL POLIVALENTE DE MURITIBA;Urbana;Municipal
29169577;ESCOLA MUNICIPAL DE 1ºGRAU JONIVAL LUCAS;Rural;Municipal
29416817;CENTRO EDUCACIONAL LINDAURA MARQUES SAMPAIO;Rural;Municipal
29426863;ESCOLA SAO LUIS;Urbana;Privada
29233704;CENTRO EDUCACIONAL PINGO DE GENTE;Urbana;Privada
29367352;COLEGIO DOUTOR JULIVAL REBOUCAS;Urbana;Municipal
29169747;ESCOLA MUNICIPAL JOSE PEDRO DE JESUS;Urbana;Municipal
29170214;ESCOLAS REUNIDAS N SR DO BOMFIM;Urbana;Municipal
29170265;ESCOLA MUNICIPALIZADA DR ALEXANDRE BITENCOURT;Urbana;Municipal
29354269;COLEGIO DR AURELIO MIRANDA;Urbana;Privada
29377463;COOPERATIVA EDUCACIONAL DE NAZARE LTDA;Urbana;Privada
29455871;COLEGIO MONTEIRO LOBATO;Urbana;Privada
29517605;CENTRO EDUCACIONAL JESUS DE NAZARE - CEEJENA;Urbana;Privada
29288720;ESCOLA CELINA PINHEIRO GOMES;Rural;Municipal
29288886;GRUPO ESCOLAR NAIR LOPES JENKINS;Urbana;Municipal
29394040;GINASIO MUNICIPAL JOSE CARLOS ALELUIA;Rural;Municipal
29406323;GINASIO PROFESSORA DINAH CARRILHO MONTEIRO;Rural;Municipal
29120772;COLEGIO MUNICIPAL TERTULIANO DE SOUZA PEREIRA;Urbana;Municipal
29121116;ESCOLA MUNICIPAL ILARIO FERREIRA ANDRADE;Rural;Municipal
29453402;CENTRO EDUCACIONAL ADELAIDE AMAMBAHY SANTOS;Urbana;Municipal
29270405;ESCOLA MUNICIPAL CARLOS DRUMMOND DE ANDRADE;Urbana;Municipal
29274982;COLEGIO MUN FLORESTAL;Urbana;Municipal
29275466;ESC MUN DE 1 GRAU LUIZ BRAGA;Urbana;Municipal
29376874;COLEGIO MUNICIPAL ROQUE DIAS DA SILVA;Rural;Municipal
29424003;COLEGIO MUNICIPAL NOSSA SENHORA DE FATIMA;Urbana;Municipal
29349516;COLEGIO MUNICIPAL ISMENIA MOURA DE CARVALHO;Urbana;Municipal
29234476;ESCOLA CLEMENTE MARIANI;Urbana;Municipal
29234590;ESCOLA ROBERTO SANTOS;Rural;Municipal
29360188;EDUCANDARIO ROMULO GALVAO;Urbana;Municipal
29918740;ESCOLA MUNICIPAL ATANUITA BATISTA BRITO DE CERQUEIRA;Rural;Municipal
29919720;ESCOLA MUNICIPAL JOSE AMANDO SALLES MASCARENHAS;Rural;Municipal
29130590;CENTRO EDUCACIONAL PROF MARIA FERREIRA DA SILVA;Urbana;Municipal
29130620;EDUCANDARIO MENDESRIOS;Urbana;Privada
29130638;EE - ESCOLA ESTADUAL VESTINA FERREIRA DA SILVA;Urbana;Municipal
29130654;ESCOLA MUNICIPAL PADRE OTAVIO GONCALVES DA SILVA;Rural;Municipal
29131138;ESCOLA MUNICIPAL ARISTON JOSE ALMEIDA;Rural;Municipal
29131162;ESCOLA MUNICIPAL DULCIDETE MENDES;Rural;Municipal
29325455;COLEGIO MUNICIPAL VERA CRUZ;Urbana;Municipal
29325463;COMPLEXO EDUCACIONAL AFRANIO FERNANDES CUNHA;Urbana;Municipal
29325609;ESCOLA MUNICIPAL DEPUTADO OSCAR CARDOSO;Urbana;Municipal
29325722;INSTITUTO MENINO DEUS;Urbana;Privada
29325765;ESCOLA MUNICIPAL DEOLISANO RODRIGUES DE SOUZA;Urbana;Municipal
29325781;EDUCANDARIO ANALIA RAMOS;Urbana;Privada
29325854;ESCOLA MUNICIPAL JOAO MARTINS PEIXOTO;Urbana;Municipal
29325897;ESCOLA MUNICIPAL BAIA DOS ANJOS;Urbana;Municipal
29398134;ESCOLA MUNICIPAL THEONES SOARES DA FONSECA;Urbana;Municipal
29454808;EMEF PROFESSOR ABEL DIAS DE MELO;Urbana;Municipal
29209781;ESC MUNIC 1ºGR PAULO FREIRE;Rural;Municipal
29209978;ESCOLA MUNICIPAL BREJO LUIZA DE BRITO;Rural;Municipal
29209986;ESCOLA MUNICIPAL PADRE MACIEL;Rural;Municipal
29210046;ESC MUN 1ºGR CAMINHO DA CIDADANIA;Rural;Municipal
29210062;ESCOLA MUNICIPAL PROFESSORA ADALGISA RODRIGUES;Rural;Municipal
29376262;CENTRO EDUCACIONAL DE NOVO HORIZONTE;Urbana;Municipal
29329086;COLEGIO MUNICIPAL DE NOVO TRIUNFO;Urbana;Municipal
29131456;COLEGIO MUNICIPAL DR ANTONIO CARLOS MAGALHAES;Urbana;Municipal
29131871;ESCOLA TOMAZ DE SOUZA;Rural;Municipal
29131898;ESCOLA DE 1 GRAU EDIVALDO MACHADO BOAVENTURA;Urbana;Municipal
29131960;ESCOLA PROF EUNICE DE SOUZA OLIVEIRA;Rural;Municipal
29131995;ESCOLA PROFESSOR ROBERTO SANTOS;Urbana;Municipal
29446287;ESCOLA CRISTA LIRIO DOS VALES;Urbana;Privada
29210143;ESC AFRANIO PEIXOTO;Rural;Municipal
29210151;ESCOLA MUNICIPAL ANTONIO VIEIRA;Rural;Municipal
29210259;ESC GETULIO VARGAS;Rural;Municipal
29210526;ESC GONCALVES DIAS;Rural;Municipal
29210569;ESC LANDULFO ALVES;Rural;Municipal
29210801;ESC STA TEREZINHA;Rural;Municipal
29210836;ESC TOBIAS BARRETO;Rural;Municipal
29210925;ESC STA RITA;Rural;Municipal
29210941;GRUPO ESCOLAR DEPUTADO JURACY MAGALHAES JUNIOR;Rural;Municipal
29331668;COMPLEXO EDUC PROF JOAO B VASCONCELOS;Rural;Municipal
29379741;ESCOLA MUNICIPAL PROFESSORA MARIA EUGENIA GUEDES;Urbana;Municipal
29334829;ESCOLA MUNICIPAL JAIRO AZI;Urbana;Municipal
29075998;ESCOLA MUNICIPAL CASTRO ALVES;Rural;Municipal
29076056;ESCOLA MUNICIPAL FRANCISCO JOSE DA SILVA;Rural;Municipal
29076102;ESCOLA MUNICIPAL JOSE SIMPLICIO CERQUEIRA;Rural;Municipal
29076129;ESCOLA MUNICIPAL PEDRO ROMUALDO;Rural;Municipal
29076145;ESCOLA MUNICIPAL PROFESSOR TAVARES;Urbana;Municipal
29440262;CENTRO EDUCACIONAL MENINO DA PORTEIRA;Urbana;Privada
29468728;INSTITUTO EDUCACIONAL AGERICO CARLOS ARAGAO;Urbana;Privada
29471150;ESCOLA MUNICIPAL HORACIO BARBOSA DE MIRANDA;Rural;Municipal
29250781;COL MUL ELIZA TEIXEIRA DE MOURA;Urbana;Municipal
29251486;ESC MUL WILSON LINS;Rural;Municipal
29394511;ESC 1º GRAU A 8ª SERIE MILTON FARIAS DIAS LARANJEIRAS;Rural;Municipal
29472067;COLEGIO NOVOS TALENTOS;Urbana;Privada
29217784;ESCOLA MUNICIPAL DE 1º GRAU DE CAMPOS DE SAO JOAO;Rural;Municipal
29217814;ESCOLA MUNICIPAL DE 1º GRAU DE TEJUCO;Rural;Municipal
29218012;ESCOLA MUNICIPAL SOUTO SOARES;Urbana;Municipal
29218047;ESCOLA MUNICIPAL DE 1º GRAU DE CAETE-ACU;Rural;Municipal
29239982;ESCOLA ESTADUAL DE 1O GRAU VEREADOR ARLINDO FRANCISCO DE SOUZA;Rural;Municipal
29240069;ESCOLA MANOEL BRASIL;Rural;Municipal
29369916;COLEGIO ANTONIO CRUZ;Urbana;Privada
29379938;ESCOLA FAMILIA AGRICOLA DE PARAMIRIN BAHIA;Rural;Privada
29409870;COLEGIO ULYSSES CAIRES DE BRITO;Urbana;Municipal
29421829;ESCOLA ARCO IRIS;Urbana;Privada
29045517;ESCOLA MUNICIPAL BORGES DOS REIS;Urbana;Municipal
29045568;ESCOLA MUNICIPAL MANUEL FAUSTINO;Urbana;Municipal
29045614;POLO EDUCACIONAL PROFESSORA BOPINHA;Rural;Municipal
29045630;ESCOLA PROFESSOR JUSCELINO BARRETO DOS SANTOS;Urbana;Municipal
29045649;POLO EDUCACIONAL PROFESSOR ZENON LEAL PORTO;Rural;Municipal
29045657;POLO EDUCACIONAL FERNAO DIAS;Rural;Municipal
29045886;POLO EDUCACIONAL JOAO NOGUEIRA;Rural;Municipal
29045916;POLO EDUCACIONAL VEREADOR ANTONIO PEREIRA DOS ANJOS;Rural;Municipal
29045924;POLO EDUCACIONAL JARDIM BRASIL;Rural;Municipal
29045967;POLO EDUCACIONAL NOVO HORIZONTE;Rural;Municipal
29046122;POLO EDUCACIONAL PROFESSOR PAULO RENATO SOUZA;Rural;Municipal
29046211;POLO EDUCACIONAL NOSSA SENHORA APARECIDA;Rural;Municipal
29046319;POLO EDUCACIONAL ANTONIO RAMOS;Rural;Municipal
29046335;ESCOLA MUNICIPAL CASTELO BRANCO;Urbana;Municipal
29046890;POLO EDUCACIONAL PROFESSORA HONORINA;Rural;Municipal
29379628;POLO EDUCACIONAL SANTA LUZIA;Rural;Municipal
29379660;POLO EDUCACIONAL JOAO AGUIAR;Rural;Municipal
29379709;ESCOLA MUNICIPAL PROFESSORA HELIETE;Urbana;Municipal
29840635;POLO EDUCACIONAL GILENO DO VALE XAVIER;Rural;Municipal
29132053;COLEGIO INTEGRADO AGES;Urbana;Privada
29132274;ESCOLA MUNICIPAL JOAO CELESTINO DA CONCEICAO;Rural;Municipal
29132541;ESCOLA CANTINHO DA PAZ;Rural;Municipal
29132550;ESCOLA MUNICIPAL AVELINO LEITE;Rural;Municipal
29132576;ESCOLA MUN ANTONIO BRAULIO DE CARVALHO;Rural;Municipal
29132584;ESCOLA MUNICIPAL MANOEL RABELO DE ANDRADE;Rural;Municipal
29132614;ESC REUNIDAS PROF FRANCISCO DE P ABREU;Urbana;Municipal
29132622;ESCOLA MUNICIPAL PROFESSORA MARIA JOSE DOS SANTOS LIMA;Urbana;Municipal
29329582;ESCOLA MUNICIPAL QUINTINO TELES GUIMARAES;Rural;Municipal
29329957;ESCOLA MUNICIPAL MARIA DIAS TRINDADE;Rural;Municipal
29460034;UNIDADE ESCOLAR UCP LTDA - ME;Urbana;Privada
29851777;CENTRO EDUCACIONAL NOSSA SENHORA DO PATROCINIO DO COITE;Urbana;Municipal
29311853;CENTRO EDUCACIONAL MARIA SANTANA;Urbana;Municipal
29407044;EE - COLEGIO ESTADUAL DA ALDEIA INDIGENA CARAMURU PARAGUACU;Rural;Estadual
29034981;COLEGIO SETE DE SETEMBRO;Urbana;Privada
29035007;EE - COLEGIO ESTADUAL POLIVALENTE DE PAULO AFONSO;Urbana;Estadual
29035074;ESCOLA CASA DA CRIANCA 03;Urbana;Municipal
29035090;ESCOLA CASA DA CRIANCA 01;Urbana;Municipal
29035120;ESCOLA MUNICIPAL CASTRO ALVES;Rural;Municipal
29035244;ESCOLA MUNICIPAL AMANCIO PEREIRA;Rural;Municipal
29035350;ESCOLA MUNICIPAL GUIOMAR PEREIRA;Urbana;Municipal
29035422;ESCOLA MUNICIPAL MANOEL DE ALMEIDA KASPRZYKOWSKY;Urbana;Municipal
29035457;ESCOLA MUNICIPAL PADRE LOURENCO TORI;Rural;Municipal
29035473;ESCOLA MUNICIPAL RITA GOMES DE SA;Rural;Municipal
29035490;ESCOLA MUNICIPAL GENERAL ARGUS LIMA;Rural;Municipal
29035503;ESCOLA MUNICIPAL JOVINO DE CARVALHO;Rural;Municipal
29035546;ESCOLA MUNICIPAL SAO VICENTE DE PAULO;Urbana;Municipal
29035589;ESCOLA MUNICIPAL VEREADOR JOAO BOSCO RIBEIRO;Urbana;Municipal
29035600;ESCOLA MUNICIPAL VINICIUS DE MORAES;Urbana;Municipal
29035791;ESCOLA MUNICIPAL GEORGINA ALVES DA SILVA;Urbana;Municipal
29365406;COOPEX - COLEGIO BOA IDEIA;Urbana;Privada
29373069;ESCOLA MUNICIPAL MANOEL NASCIMENTO NETO;Urbana;Municipal
29373140;ESCOLA MUNICIPAL RAIMUNDO MEDERICO DA SILVA TOLEDO;Urbana;Municipal
29389992;ESCOLA MONTESSORI;Urbana;Privada
29449022;COLEGIO MONTEIRO LOBATO;Urbana;Privada
29518806;ESCOLA RAIO DE SOL;Urbana;Privada
29141788;ESCOLA MUN DE 1 GRAU EDVALDO M BOAVENTURA;Rural;Municipal
29141826;ESCOLA MUNICIPAL HILDA DOS ANJOS SILVA;Rural;Municipal
29142083;ESCOLA MUNICIPAL PROFESSORA ROSA MARIA CARNEIRO LIMA;Rural;Municipal
29351510;ESCOLA SONIA MARIA DE OLIVEIRA SANTANA;Urbana;Privada
29387027;ESCOLA MUNICIPAL DEP LUIS EDUARDO MAGALHAES;Urbana;Municipal
29495806;COOPERATIVA EDUCACIONAL DE PE DE SERRA;Urbana;Privada
29104890;ESCOLA MUNICIPAL LUIZ VIANA FILHO;Urbana;Municipal
29114381;ESCOLA MUNICIPAL HERACLITO DE CARVALHO;Rural;Municipal
29114420;GRUPO ESCOLAR SERROTE VERMELHO;Rural;Municipal
29407575;ESCOLA MUNICIPAL LUIS EDUARDO MAGALHAES;Urbana;Municipal
29218055;CENTRO EDUCACIONAL PROF REGINALDO MARCELO DE OLIVEIRA;Rural;Municipal
29218063;CENTRO EDUCACIONAL ARQUIMEDES DE ALMEIDA;Rural;Municipal
29218080;COLEGIO MUNCIPAL PROFESSORA FRANCIANE LIMA ALMEIDA;Urbana;Municipal
29218373;CENTRO EDUCACIONAL DA BOCAINA;Rural;Municipal
29218543;CENTRO EDUCACIONAL BENEVENUTO CANDIDO PEREIRA;Rural;Municipal
29218594;CENTRO EDUCACIONAL DAS CRUZES;Rural;Municipal
29449111;CENTRO EDUCACIONAL DA PALMEIRA;Rural;Municipal
29449120;CENTRO EDUCACIONAL DO MACHADO;Rural;Municipal
29027217;ESCOLA MUL DE LAGOA GRANDE;Rural;Municipal
29027411;ESCOLA MUNICIPAL DE CASA VERDE;Rural;Municipal
29028817;ESCOLA MUNICIPAL DE LIMOEIRO - BREJO;Rural;Municipal
29028841;ESCOLA MUNICIPAL DE MANDARINO;Rural;Municipal
29029180;ESCOLA MUNICIPAL DOIS IRMAOS;Rural;Municipal
29029236;ESCOLA MUNICIPAL DE REDENCAO;Rural;Municipal
29029287;ESCOLA MUNICIPAL VILA SALDANHA - MARINHO;Rural;Municipal
29029503;ESCOLA MUNICIPAL DE BALUARTE;Rural;Municipal
29029899;ESCOLA MUNICIPAL NAECIO GONCALVES BASTOS;Rural;Municipal
29029988;ESCOLA MUNICIPAL DE LAGOA DA PEDRA;Rural;Municipal
29360811;ESC MUN DR RODOLFO QUEIROZ;Rural;Municipal
29361087;COLEGIO MUNICIPAL PRESIDENTE FIGUEIREDO;Urbana;Municipal
29380170;ESCOLA MUNICIPAL DE LAGOA DO PADRE;Rural;Municipal
29380235;COLEGIO ROSAS;Urbana;Privada
29380251;ESCOLA TROPICALIA;Urbana;Privada
29380855;ESCOLA SANTO ANTONIO;Urbana;Privada
29401400;ESCOLA MUNICIPAL MAJOR JOAQUIM MANOEL;Rural;Municipal
29408768;ESCOLA MUNICIPAL DE CAMPO GRANDE;Rural;Municipal
29474205;EE - COLEGIO ESTADUAL MARECHAL CASTELO BRANCO;Urbana;Municipal
29251672;CENTRO EDUCACIONAL DE PINDAI;Urbana;Municipal
29252407;ESCOLA MUNICIPAL DURVAL BORGES DE CARVALHO;Rural;Municipal
29252423;CENTRO EDUCACIONAL PREFEITO FRANCISCO TEIXEIRA COTRIM;Urbana;Municipal
29394473;ESCOLA OBJETIVA;Urbana;Privada
29055032;COLEGIO MUNICIPAL SERRA DE CARNAIBA;Rural;Municipal
29055105;COLEGIO MUNICIPAL ANTONIO JOAQUIM DE MIRANDA;Rural;Municipal
29055121;COLEGIO MUNICIPAL TELESFORO SILVEIRA DE MENEZES;Rural;Municipal
29055253;EE - ESCOLA DOUTOR ANISIO TEIXEIRA;Urbana;Municipal
29336252;COLEGIO MUNICIPAL FAUSTINO DIAS LIMA;Rural;Municipal
29105587;ESCOLA MUNICIPAL DE 1º GRAU JOAO FERREIRA DA SILVA;Rural;Municipal
29105625;ESCOLA MUL DOROTEIA EUFLOZINA DA SILVA;Rural;Municipal
29105650;ESCOLA MUNICIPAL GEDIVAN SILVA LIMA;Rural;Municipal
29387132;ESCOLA MUNICIPAL PROFª ZILDA DIAS DA SILVA;Urbana;Municipal
29289262;GRUPO ESCOLAR DUQUE DE CAXIAS;Urbana;Municipal
29262267;COLEGIO MUNICIPAL RUI BARBOSA;Rural;Municipal
29395089;COLEGIO MUNICIPAL DEP LUIS EDUARDO MAGALHAES;Urbana;Municipal
29445639;COLEGIO MUNICIPAL PRESIDENTE LULA;Rural;Municipal
29076226;COL MUNIC JOSE OLIVEIRA SANTOS;Rural;Municipal
29076234;COLEGIO MUNICIPAL FIRMINO FERREIRA SAMPAIO NETO;Rural;Municipal
29076340;ESC CASINHA FELIZ;Urbana;Privada
29076722;INSTITUTO PRESBITERIANO DE EDUCACAO;Urbana;Privada
29334837;COLEGIO CECILIA MEIRELES;Urbana;Privada
29362962;INSTITUTO DE EDUCACAO MINISTRO PAULO RENATO SOUZA;Urbana;Municipal
29234638;COLEGIO MUNICIPAL ISAURA COUTO DA SILVA;Urbana;Municipal
29275504;ESC MUL PREFEITO RAUL LOPES MOITINHO;Urbana;Municipal
29276047;ESCOLA MUNICIPAL ROMULO GALVAO;Urbana;Municipal
29276373;ESCOLA MUNICIPAL JOSE COELHO COSTA;Rural;Municipal
29332540;ESCOLA MUNICIPAL MACHADO DE ASSIS;Urbana;Municipal
29333148;ESCOLA MUNICIPAL VITORIO RIBEIRO PADRE;Rural;Municipal
29409195;ESCOLA MUNICIPAL SENADOR ANTONIO CARLOS MAGALHAES;Urbana;Municipal
29276527;ESCOLA MUNICIPAL OTAVIO JOSE CURVELO;Urbana;Municipal
29276853;ESC MUL LUIS HERALDO DUARTE CURVELO;Urbana;Municipal
29277140;ESC MUL WOLNEA MACEDO;Urbana;Municipal
29277485;COLEGIO MUNICIPAL ALEXANDRE PORFIRIO;Urbana;Municipal
29277558;INSTITUTO DE EDUCACAO MANOEL PADRE;Rural;Municipal
29277566;INSTITUTO EDUCACIONAL CECILIA MEIRELES;Urbana;Privada
29400130;POLO EDUCACIONAL PAULO MAGALHAES;Rural;Municipal
29400140;POLO EDUCACIONAL EVANDO MASCARENHAS;Rural;Municipal
29409160;ESCOLA MUNICIPAL ABILIO FERREIRA CAMPOS;Rural;Municipal
29413656;INSTITUTO EDUCACIONAL PROFESSORA BOHEMIA MARINHO;Urbana;Municipal
29438594;ESCOLA MUNICIPAL DR ANTONIO CARLOS MAGALHAES;Urbana;Municipal
29462070;INSTITUTO EDUCACIONAL AFFONSO MANTA;Urbana;Municipal
29849810;CENTRO EDUCACIONAL DINAMICO;Urbana;Privada
29160251;COLEGIO MUNICIPAL PRESIDENTE CASTELO BRANCO;Urbana;Municipal
29160340;ESC MARIA CARVALHO;Urbana;Privada
29160600;ESCOLA MUNICIPAL DALVA FERREIRA PINTO;Urbana;Municipal
29375770;NUCLEO EDUCACIONAL PEDRO LEAL CARDOSO;Rural;Municipal
29397537;ESCOLA JOAO DE BARRO;Urbana;Privada
29467063;COLEGIO 29 DE JULHO;Urbana;Privada
29076838;CENTRO EDUCACIONAL DE PONTO NOVO;Urbana;Municipal
29077044;ESC MUL DE VARZEA DA PEDRA - CAPIM;Rural;Municipal
29077109;ESC MUL MARILENE SILVA DOS REIS;Rural;Municipal
29077230;ESCOLA MUL ALTAMIRANDO MAIA;Urbana;Municipal
29077397;NUCLEO ESCOLAR DE VARZEA DO POCO;Rural;Municipal
29431590;ESCOLA MUNICIPAL ANTONIO CARLOS MAGALHAES;Urbana;Municipal
29325951;ESCOLA ALCIDES FAUSTINO DOS SANTOS;Rural;Municipal
29325960;COLEGIO MUNICIPAL DE PORTO SEGURO;Urbana;Municipal
29326044;ESCOLA CHICO MENDES;Urbana;Municipal
29326087;ESCOLA MUNICIPAL PADRE JOSE DE ANCHIETA;Urbana;Municipal
29326109;ESCOLA MUNICIPAL SAO MIGUEL;Rural;Municipal
29326168;ESCOLA CANTA GALO;Rural;Municipal
29326206;ESCOLA INDIGENA PATAXO BOCA DA MATA;Rural;Municipal
29326281;ESCOLA MUNICIPAL DO CAMBOLO;Urbana;Municipal
29326290;ESCOLA MUNICIPAL DE ITAPORANGA;Rural;Municipal
29326486;ESCOLA MUNICIPAL HONORINA PASSOS;Rural;Municipal
29326559;ESCOLA INDIGENA PATAXO BARRA VELHA;Rural;Municipal
29326583;COLEGIO MUNICIPAL BRIGADEIRO EDUARDO GOMES;Rural;Municipal
29326591;ESCOLA MANOEL RIBEIRO CARNEIRO;Rural;Municipal
29331471;ESCOLA ALEGRIA DO SABER;Rural;Municipal
29343747;COLEGIO CARIZA;Urbana;Privada
