cod;escola;zona;esfera
15040429;EEEFM MAL CORDEIRO DE FARIAS;Urbana;Estadual
15040437;EEEF MANOEL DE JESUS MORAES;Urbana;Estadual
15040461;EEEFMT PRESIDENTE COSTA E SILVA;Urbana;Estadual
15040470;EEEIFM PROF ACY DE JESUS BARROS PEREIRA;Urbana;Estadual
15040496;EEEF PROFA DONATILA SANTANA LOPES;Urbana;Estadual
15040500;EEEIF PROFA ESTHER BANDEIRA GOMES;Urbana;Estadual
15040526;EEEFM PROF TEMISTOCLES DE ARAUJO;Urbana;Estadual
15040534;EEEFM RODRIGUES PINAGE;Urbana;Estadual
15040569;EEEFM TEODORA BENTES;Urbana;Estadual
15040674;E M MARIA STELLINA VALMONT;Urbana;Municipal
15040682;E M AMALIA PAUMGARTTEN;Urbana;Municipal
15040712;E M HONORATO FILGUEIRAS;Urbana;Municipal
15040780;E M ROTARY;Urbana;Municipal
15040798;E M MANUELA FREITAS;Urbana;Municipal
15040801;E M FRANCISCO DA SILVA NUNES;Urbana;Municipal
15040836;E M NESTOR NONATO LIMA;Urbana;Municipal
15040860;E M ALZIRA PERNAMBUCO;Urbana;Municipal
15040917;E M JOAO NELSON RIBEIRO;Urbana;Municipal
15040941;E M MARIA LUIZA PINTO AMARAL;Urbana;Municipal
15040950;E M PADRE LEANDRO PINHEIRO;Urbana;Municipal
15040968;E M RUY DA SILVEIRA BRITTO;Urbana;Municipal
15040992;E M REPUBLICA DE PORTUGAL;Urbana;Municipal
15041107;E E I F NOSSA SRA DO PERPETUO SOCORRO;Urbana;Privada
15041115;CENTRO EDUCACIONAL PROF IRENE TORRES;Urbana;Privada
15041140;ESCOLA SAGRADO CORACAO DE JESUS;Urbana;Privada
15041387;EEEFM SALESIANA DO TRABALHO;Urbana;Estadual
15041409;EEEF SANTO AFONSO;Urbana;Estadual
15041425;EEEFM TIRADENTES I;Urbana;Estadual
15041441;E E I F STA EMILIA;Urbana;Privada
15041670;INSTITUTO ADVENTISTA GRAO PARA;Urbana;Privada
15041727;INSTITUTO DOM BOSCO;Urbana;Privada
15041921;SISTEMA TEOREMA DE ENSINO LTDA;Urbana;Privada
15041930;INSTITUTO 15 DE AGOSTO SS LTDA;Urbana;Privada
15042324;EEEFM PROF PALMIRA GABRIEL;Urbana;Estadual
15042359;SISTEMA DE ENSINO SIGMA;Urbana;Privada
15042391;COLEGIO NSRA DE LOURDES;Urbana;Privada
15042480;EEEFM ALMIRANTE JOAO FARIA DE LIMA;Urbana;Estadual
15042499;EEEFM TENONE;Urbana;Estadual
15042529;EEEFM PADRE FRANCISCO BERTON;Urbana;Estadual
15042537;EEEF MARILDA NUNES;Urbana;Estadual
15042545;ESC ADV ENS FUND DE ICOARACI;Urbana;Privada
15042570;EEEFM CIDADE DE EMAUS;Urbana;Estadual
15042626;EEEFM NOSSA SENHORA DO CARMO;Urbana;Estadual
15042634;EEEF GENY GABRIEL AMARAL;Urbana;Estadual
15042650;EEEFM MARIA ANTONIETA SERRA FREIRE;Urbana;Estadual
15042677;EEEFM BRASILIA;Urbana;Estadual
15042766;EEEF COLONIA DO FIDELIS;Urbana;Estadual
15042782;EEEFM DO OUTEIRO;Urbana;Estadual
15042804;EEEFM SUBOFICIAL EDVALDO BRANDAO DE JESUS;Urbana;Estadual
15042812;EEEF YOLANDA LEDUC PERALTA;Urbana;Estadual
15042820;EEEFM CEL SARMENTO;Urbana;Estadual
15042855;EEEFM DONA HELENA GUILHON;Urbana;Estadual
15042863;EEEFM IZABEL DOS SANTOS DIAS;Urbana;Estadual
15042880;EEEFM PROF PORANGA JUCA;Urbana;Estadual
15042898;EEEFM PROFA DILMA DE SOUZA CATTETE;Urbana;Estadual
15042936;EEEF DR PAULO FONTELLES DE LIMA;Urbana;Estadual
15042944;EEEFM PROFA MARIA LUIZA DA COSTA REGO;Urbana;Estadual
15042952;EEEFM PROFA MARTA DA CONCEICAO;Urbana;Estadual
15042995;E M MARIA MADALENA RAAD;Urbana;Municipal
15043037;E M AVERTANO ROCHA;Urbana;Municipal
15043061;LICEU ESCOLA MESTRE RAIMUNDO CARDOSO;Urbana;Municipal
15043070;E M GABRIEL LAGE DA SILVA;Urbana;Municipal
15043088;E M WALTER LEITE CAMINHA;Urbana;Municipal
15043274;E M ABEL MARTINS;Urbana;Municipal
15043304;EEEFM HONORATO FILGUEIRAS;Urbana;Estadual
15043312;EEEF INGLES DE SOUZA;Urbana;Estadual
15043320;EEEFM PROF ABELARDO LEAO CONDURU;Urbana;Estadual
15043347;E M ANNA BARRAU MENINEA;Urbana;Municipal
15043355;E M MAROJA NETO;Urbana;Municipal
15043371;E M LAURO CHAVES;Urbana;Municipal
15043398;E M ANGELUS NASCIMENTO;Urbana;Municipal
15043401;E M DONATILA SANTANA LOPES;Urbana;Municipal
15043428;E M REMIGIO FERNANDEZ;Urbana;Municipal
15043436;ANBEAS - COLEGIO NOSSA SENHORA DO O;Urbana;Privada
15043517;EEEFM PROF RENATO PINHEIRO CONDURU;Urbana;Estadual
15043525;EEEFM EUNICE WEAVER;Urbana;Estadual
15043533;EEEFM JONATHAS PONTES ATHIAS;Urbana;Estadual
15043550;EEEIF ALMIRANTE GUILLOBEL;Urbana;Estadual
15043576;EEEF PRESIDENTE CASTELO BRANCO;Urbana;Estadual
15096190;COLEGIO ADVENTISTA DE CORREIOS;Urbana;Privada
15097250;CENTRO INTEGRADO PRIMEIROS PASSOS;Urbana;Privada
15098745;CENTRO EDUCACIONAL TRIUNFO;Urbana;Privada
15116042;CENTRO EDUCACIONAL SOCIO INTERACIONISTA;Urbana;Privada
15126005;ESCOLA SISTEMA DE ENSINO SOL;Urbana;Privada
15139000;ESCOLA CRISTA PEQUENA LUZ;Urbana;Privada
15140571;CENTRO DE ESTUDOS FANTASTICO - ICOARACI;Urbana;Privada
15140644;CENTRO DE ESTUDOS FANTASTICO - PEDREIRA;Urbana;Privada
15140657;EEEF SAO PEDRO;Urbana;Estadual
15140664;EEEF PANORAMA XXI;Urbana;Estadual
15140711;EEEFM MARIO BARBOSA;Urbana;Estadual
15140759;BOSQUE ESCOLA PROF EIDORFE MOREIRA;Urbana;Municipal
15142264;E M PALMIRA LINS DE CARVALHO;Urbana;Municipal
15148947;EEEFM FELIZ LUZITANIA;Urbana;Estadual
15148955;EEEFM FE EM DEUS;Urbana;Estadual
15149005;CENTRO EDUCACIONAL VITORIA;Urbana;Privada
15149536;INSTITUTO VICENTINO CATARINA LABOURE;Urbana;Privada
15150542;ESCOLA MADRE ZARIFE SALES;Urbana;Privada
15155005;COLEGIO IMPACTO DE ICOARACI;Urbana;Privada
15155170;E M PARQUE AMAZONIA;Urbana;Municipal
15156028;COLEGIO PEQUENO PRINCIPEAVANTE;Urbana;Privada
15156079;ESCOLA PARTICULAR DE ENSINO INFANTIL E FUNDAMENTAL INTELECTO;Urbana;Privada
15156281;ESCOLA DE ENSINO FUNDAMENTAL MENINO JESUS;Urbana;Privada
15156354;SISTEMA DE ENSINO INTEGRADO ESSENCIAL;Urbana;Privada
15156389;SISTEMA DE ENSINO ORLANDO LOBATO;Urbana;Privada
15156397;CENTRO EDUCACIONAL CRIATIVO;Urbana;Privada
15157393;CENTRO EDUC NOVO ENSINO;Urbana;Privada
15157806;ESCOLA UNIAO TENONE LTDA;Urbana;Privada
15157849;ESCOLINHA MENDARA;Urbana;Privada
15158810;ESCOLA BERCO DE BELEM;Urbana;Privada
15158845;ESCOLA DIFERENCIAL PROFESSOR JUNIOR;Urbana;Privada
15159264;CENTRO DE ESTUDOS ANTENOR REIS - AGUAS LINDAS;Urbana;Privada
15159680;COOPERATIVA EDUCACIONAL PRINCIPE DA PAZ;Urbana;Privada
15159957;CENTRO DE ESTUDOS INTEGRADOS GENESIS;Urbana;Privada
15160386;CENTRO EDUCACIONAL PARADIGMA;Urbana;Privada
15161129;INSTITUTO DE ENSINO EXCELENCIA;Urbana;Privada
15161331;COLEGIO MAGISTRAL;Urbana;Privada
15161412;COLEGIO ELITE BELEM;Urbana;Privada
15161536;EEEF NOSSA SENHORA DAS GRACAS;Urbana;Estadual
15161560;E M PARQUE BOLONHA;Urbana;Municipal
15161684;SISTEMA EDUCACIONAL FILADELFIA;Urbana;Privada
15161803;NUCLEO DE EDUCACAO DINAMICA;Urbana;Privada
15162761;ESCOLA IRMA JOSEPHA;Urbana;Privada
15162974;CENTRO EDUCACIONAL MOSAICO;Urbana;Privada
15163830;GRUPO EDUCACIONAL PHYSICS;Urbana;Privada
15163865;SISTEMA DE ENSINO CONTEMPORANEO;Urbana;Privada
15164020;EEIF PLANETA AZUL;Urbana;Privada
15164179;CENTRO EDUCACIONAL KYOKO OTI;Urbana;Privada
15164861;SISTEMA DE ENSINO RODRIGUES BRANDAO - SERB;Urbana;Privada
15165728;INSTITUTO ADVENTUS DE EDUCACAO;Urbana;Privada
15165850;CENTRO EDUCACIONAL MANAHIM;Urbana;Privada
15166007;ESCOLA BOSQUE CARLOS VINAGRE;Urbana;Privada
15166260;COLEGIO PAULISTA DE BELEM LTDA-EPP;Urbana;Privada
15167216;COLEGIO MILITAR DE BELEM;Urbana;Federal
15167259;CENTRO EDUCACIONAL IKETANI E LIBONATI;Urbana;Privada
15167275;SISTEMA DE ENSINO EQUIPE INTEGRADO EIRELI - EPP;Urbana;Privada
15167372;CENTRO DE ESTUDO PROFESSOR MANOEL LEITE;Urbana;Privada
15167801;UNIVERSO CRIANCA;Urbana;Privada
15168344;COLEGIO EQUIPE CRISTAL I;Urbana;Privada
15168611;SISTEMA DE ENSINO CIRANDINHA;Urbana;Privada
15169014;COLEGIO ATOS;Urbana;Privada
15171523;COLEGIO AUTHENTICO;Urbana;Privada
15171639;COLEGIO IDEAL;Urbana;Privada
15171671;EEEF NUREMBERG BORJA DE BRITO FILHO;Urbana;Estadual
15171752;CENTRO DE ESTUDOS INFANTIS CATALINA;Urbana;Privada
15172147;COLEGIO ASLAN;Urbana;Privada
15172155;COLEGIO ASLAN;Urbana;Privada
15172287;PHYSICS UMARIZAL;Urbana;Privada
15172295;PHYSICS VESTIBULARES;Urbana;Privada
15172384;PHYSICS MARCO;Urbana;Privada
15175014;CENTRO EDUCACIONAL O MUNDO DA CRIANCA;Urbana;Privada
15184013;ESCOLA CANGURUS;Urbana;Privada
15185001;CENTRO DE ESTUDOS DA AMAZONIA;Urbana;Privada
15188035;CENTRO EDUCACIONAL ESPACO CRIATIVO;Urbana;Privada
15190005;CENTRO EDUCACIONAL CRESCENDO COM JESUS;Urbana;Privada
15191001;CENTRO EDUCACIONAL 05 DE MARCO;Urbana;Privada
15198006;COLEGIO NEEP - NUCLEO EDUCACIONAL ESPACO PEDAGOGICO;Urbana;Privada
15202011;CENTRO EDUCACIONAL HEURECA;Urbana;Privada
15202020;INST DE E ESCOLINHA DO SABER;Urbana;Privada
15219046;CENTRO DE ESTUDOS JEAN PIAGET;Urbana;Privada
15225020;COLEGIO IMPACTO- MANGUEIRAO;Urbana;Privada
15230007;CENTRO DE ENSINO EMPREENDEDOR DO PARA -CEEP;Urbana;Privada
15516423;CENTRO DE ESTUDOS NOVO HORIZONTE;Urbana;Privada
15517780;SOCIEDADE CIVIL EDUCACIONAL MADRE CELESTE;Urbana;Privada
15517837;SOCIEDADE CIVIL INTEGRADA MADRE CELESTE;Urbana;Privada
15517845;SOCIEDADE CIVIL MADRE CELESTE;Urbana;Privada
15517900;EEEFM WALDEMAR HENRIQUE - CAIC;Urbana;Estadual
15523845;EEEFM DAVID SALOMAO MUFARREJ;Urbana;Estadual
15528251;CENTRO DE ESTUDOS REINO ENCANTADO;Urbana;Privada
15531350;CENTRO DE ESTUDOS IMPACTO;Urbana;Privada
15532925;INSTITUTO EDUCACIONAL VERA LUCIA;Urbana;Privada
15535347;EEEFM PROF RUTH DOS SANTOS ALMEIDA;Urbana;Estadual
15535827;E M JOAO CARLOS BATISTA;Urbana;Municipal
15552586;EEEIFM PROF ANTONIO GOMES MOREIRA JUNIOR;Urbana;Estadual
15554139;COLEGIO DE E F M SOPHOS;Urbana;Privada
15558304;E M FLORESTAN FERNANDES;Urbana;Municipal
15563235;SISTEMA DE ENSINO UNIVERSO;Urbana;Privada
15563324;CENTRO EDUCACIONAL VOVO PAULA;Urbana;Privada
15563472;E M TEREZINHA SOUZA;Urbana;Municipal
15563715;CENTRO EDUCACIONAL INTERATIVO LTDA;Urbana;Privada
15564290;CENTRO DE ESTUDOS KERIGMA;Urbana;Privada
15564347;ESCOLA EVANGELICA MESTRE JESUS;Urbana;Privada
15564371;EEEFM PROF NAGIB COELHO MATNI;Urbana;Estadual
15564665;ESCOLA CENTRO SOCIAL AUXILIUM;Urbana;Privada
15566013;COLEGIO NSRA DO PERPETUO SOCORRO;Urbana;Privada
15567672;COLEGIO CEI;Urbana;Privada
15567680;CENTRO EDUCACIONAL PAULA FRASSINETTI - ESCOLA PEQUENO POLEGAR;Urbana;Privada
15567729;COOPERATIVA EDUCACIONAL ALTERNATIVA - COEDA;Urbana;Privada
15567761;CENTRO DE ENSINO TECNICO IDEAL;Urbana;Privada
15567770;CENTRO DE ESTUDOS JOHN KNOX;Urbana;Privada
15567788;EEEFM PROF JORGE LOPES RAPOSO;Urbana;Estadual
15569624;E M PROF HELDER FIALHO DIAS;Urbana;Municipal
15570541;COLEGIO SANTA MADRE;Urbana;Privada
15572021;CEGI - CENTRO EDUCACIONAL GIRASSOL;Urbana;Privada
15573613;EEEF XV DE OUTUBRO - GUAMA;Urbana;Estadual
15573702;EEEF FRANKLIN DE MENEZES;Urbana;Estadual
15573710;EEEF CRUZEIRO DO SUL;Urbana;Estadual
15574156;EEEFM NOSSA SENHORA DE GUADALUPE;Urbana;Estadual
15577708;COLEGIO DE ENSINO ICOARACIENSE - CEI;Urbana;Privada
15577813;CENTRO DE EDUCACAO MONTESSORIANA DO PARA;Urbana;Privada
15581276;COLEGIO GENTIL BITTENCOURT;Urbana;Privada
15581900;SISTEMA EDUCACIONAL ACROPOLE BELEM;Urbana;Privada
15583368;CENTRO DE ESTUDOS GERALDO PALMEIRA;Urbana;Privada
15584100;COLEGIO DA VINCI;Urbana;Privada
15584763;CENTRO NIPONICO ADVENTISTA;Urbana;Privada
15585689;COLEGIOSEIMA;Urbana;Privada
15586227;EEEFM DR JOSE MARCIO AYRES;Urbana;Estadual
15586324;CENTRO EDUCACIONAL PARAISO DO ESTUDANTE;Urbana;Privada
15586715;COLEGIO IMPACTO;Urbana;Privada
15588866;ESCOLA SESI ICOARACI;Urbana;Privada
15591000;COLEGIO SUCESSO;Urbana;Privada
15013120;E M E F NOSSA SENHORA DO PERPETUO SOCORRO;Rural;Municipal
15013324;E M E F NOSSA SENHORA DE NAZARE;Rural;Municipal
15013774;E M E F PROFESSORA VITALINA MOTTA;Rural;Municipal
15014282;E M E F SAO JORGE;Rural;Municipal
15014584;E M E F SAO PEDRO;Rural;Municipal
15014908;E M E F SANTA FILOMENA;Rural;Municipal
15015009;E M E F STA MARIA;Rural;Municipal
15015092;E M E F SANTA TEREZINHA;Rural;Municipal
15015734;E M E F SANTO ANTONIO;Urbana;Municipal
15015750;E M E F DARCY VARGAS;Urbana;Municipal
15015777;E M E F MANOEL GARCIA DE PAIVA;Urbana;Municipal
15015831;E M E F LAURELINO FLORIANO CRUZ;Rural;Municipal
15015840;E M E F MANOEL LADISLAU BRANCO PEDROSO;Rural;Municipal
15015866;E M E F SAGRADA FAMILIA;Urbana;Municipal
15200604;E M E F NOSSA SENHORA DO LIVRAMENTO;Rural;Municipal
15043657;EEEF CENECISTA FRANCOIS PAUL BEGOT;Urbana;Estadual
15043738;EEEFM PROF DEUSARINA NASCIMENTO SOUZA;Urbana;Estadual
15043746;EEEF DA TERCEIRA TRAVESSA;Urbana;Estadual
15043762;EEEF DE CANUTAMA;Rural;Estadual
15043894;EMEF RAFAEL FERNANDES GOMES;Urbana;Municipal
15043932;EEEF ALICE FANJAS;Urbana;Estadual
15043983;EEEFM JOAO BATISTA DE MOURA CARVALHO;Urbana;Estadual
15043991;EEEF LEAO IRINEU HAUSSLER DELGADO;Urbana;Estadual
15044009;EEEF DE MURININ;Urbana;Estadual
15139816;COLEGIO DA FACULDADE ADVENTISTA DA AMAZONIA;Urbana;Privada
15159272;CENTRO EDUCACIONAL RITA MAIA;Rural;Privada
15160254;CENTRO EDUCACIONAL LETRAS E ARTES;Urbana;Privada
15170101;EEEF LEAO IRINEU HAUSSLER DELGADO - ANEXO I;Urbana;Estadual
15523322;EEEF PADRE JOSIMO TAVARES;Urbana;Estadual
15536955;EMEF SANTA LUZIA;Urbana;Municipal
15576752;EMEF JOSE SALOMAO SOLON;Urbana;Municipal
15580580;CENTRO EDUCACIONAL DE BENEVIDES;Urbana;Privada
15116409;E M E F RAULINO DE OLIVEIRA PINTO;Urbana;Municipal
15155862;EE INDIGENA DE EIFM PEPTYKRE PARKATEJE;Rural;Estadual
15170411;EIEEIFM ME AKRE KOYAKATI;Rural;Estadual
15170462;EIEEEIFM RONORE KAPERE TEMEJAKREKATE AKRATIKATEJE;Rural;Estadual
15171892;ESCOLA ESTADUAL INDIGENA DE ENSINO INFANTIL FUNDAMENTAL E MEDIO IMPOHYTUWA;Rural;Estadual
15171957;ESCOLA INDIGENA DE ENSINO INFANTIL FUNDAMENTAL E MEDIO KUXWARE KRIAMRENTIJE;Rural;Estadual
15171965;ESCOLA INDIGENA DE ENSINO INFANTIL FUNDAMENTAL E MEDIO PARKRE JIMOKRE;Rural;Estadual
15172708;EI E E I F M JUKAPI KRIJOHERE;Rural;Estadual
15546748;EMEF JUSCELINO KUBITSCHEK;Rural;Municipal
15574261;EE INDIGENA DE EFM TATAKT KYIKATEJE;Rural;Estadual
15056007;EEEFM CHARLES ASSAD;Urbana;Estadual
15056155;EEEF SANTO ANTONIO DO CUMARU;Rural;Estadual
15157636;EEEFM MARIA DE NAZARE ASSAD ELIAS;Urbana;Estadual
15056767;EEEFM AUGUSTO CORREA;Urbana;Estadual
15056783;EEEFM LUIZ PAULINO MARTIRES;Urbana;Estadual
15056791;EEEFM MANOEL JULIAO GARCIA CASTANHO;Urbana;Estadual
15056813;EEEFM PROF BOLIVAR BORDALLO DA SILVA;Urbana;Estadual
15056929;EEEF PROFA ARGENTINA PEREIRA;Urbana;Estadual
15057119;EEEFM CEL ALUIZIO PINHEIRO FERREIRA;Urbana;Estadual
15057127;EEEFM MARIO QUEIROZ DO ROSARIO;Urbana;Estadual
15057135;EEEFM MONSENHOR MANCIO RIBEIRO;Urbana;Estadual
15057194;EEEFM PROF YOLANDA CHAVES;Urbana;Estadual
15057224;EEEFM GERMANO GARCIA;Rural;Estadual
15057259;EEEFM LEANDRO LOBAO DA SILVEIRA;Urbana;Estadual
15057267;EEEFM PROF MARIA DE NAZARE CEZAR PINHEIRO;Rural;Estadual
15057291;EEEFM PATALINO;Rural;Estadual
15057305;EEEFM PADRE LUIZ GONZAGA;Urbana;Estadual
15057542;E M E I F BRASILIANO FELICIO DA SILVA;Rural;Municipal
15057569;E M E I F MIGUEL GOUVEIA;Rural;Municipal
15057763;E M E I F MANOEL GREGORIO DE SOUSA QUADROS;Rural;Municipal
15057860;E M E I F DR AUGUSTO MONTENEGRO;Rural;Municipal
15058018;E M E I F JOAO BEZERRA CASTELO BRANCO;Rural;Municipal
15058107;E M E I F REGINA GONCALVES FERREIRA;Rural;Municipal
15058220;E M E F CRISTINA MARIA DOS SANTOS;Rural;Municipal
15058271;E M E I F ANTONIA CAVALCANTE DO NASCIMENTO;Rural;Municipal
15058301;E M E I F PE PAULO COROLLI;Rural;Municipal
15058360;E M E I F PROF JESUINA DO ROSARIO MELO;Rural;Municipal
15058433;E M E I F RAIMUNDO ALVES DA MOTA;Rural;Municipal
15058468;E M E I F RAMIRO DA CUNHA GUIMARAES;Rural;Municipal
15058751;EEEF CASA DA AMIZADE;Urbana;Estadual
15058786;EEEFM DOMINGAS DA COSTA SOUSA;Rural;Estadual
15058794;INST STA TERESINHA;Urbana;Privada
15058832;EEEFM ALBINO CARDOSO;Rural;Estadual
15099407;E M E I F FRANCISCO ALVES DOS REIS;Rural;Municipal
15147690;E M E I F CLARA MARIA DOS SANTOS;Rural;Municipal
15168786;E M E I F MARIA FRANCISCA DE PAULA FELIPE;Rural;Municipal
15168794;E M E I F JOSE PEREIRA BARROS;Rural;Municipal
15169774;SISTEMA DE ENSINO EVOLUCAO;Urbana;Privada
15172163;EMEF ANDRE ROSA DE MELO;Rural;Municipal
15527409;EEEFM RIO CAETE;Urbana;Estadual
15535770;E M E F JOSE MARIA MACHADO CARDOSO;Rural;Municipal
15539482;E M E I F JOSE MARIA MONTEIRO AIRES;Rural;Municipal
15539830;CENTRO EDUCACIONAL JOAO PAULO II;Urbana;Privada
15559033;E M E I F DOMINGOS DE SOUZA MELO;Rural;Municipal
15559327;E M E F AGRICOLA DR EDGAR DE SOUZA CORDEIRO;Rural;Municipal
15569411;E M E I F PROF MARIA AUGUSTA CORREA DA SILVA;Rural;Municipal
15576086;E M E I F PROF FERNANDO DE BRITO;Rural;Municipal
15584658;E M E I F CASA DOS ANJOS;Rural;Municipal
15106195;E M E F CARLOS PENA FILHO;Rural;Municipal
15106322;E M E F GRANDE ESPERANCA;Rural;Municipal
15106497;E M E F SANTA TEREZINHA;Rural;Municipal
15106560;E M E F PE LEO SCHINEIDER;Urbana;Municipal
15543129;E M E F BRASIL NOVO;Urbana;Municipal
15126668;E M E F BREJO GRANDE DO ARAGUAIA;Urbana;Municipal
15126692;E M E F CILIRA VIEIRA DE SOUSA;Rural;Municipal
15126820;E M E F JOVENTINA;Rural;Municipal
15126927;E M E F SILVANA MOURA;Rural;Municipal
15130177;E M E F NSRA DA PENHA;Rural;Municipal
15533476;E M E F INDIGINA SAWARAPY SURUI;Rural;Municipal
15111377;E M E F ANTONIO OLIVEIRA SANTANA;Urbana;Municipal
15111393;E M E I E F JUTAI;Rural;Municipal
15111423;E M E I F ANTONIO RIBEIRO;Rural;Municipal
15111504;E M E F MAXIMIANO SANTANA;Rural;Municipal
15111580;E M E I F PARSIFAL PONTES;Rural;Municipal
15111628;E M E I E F SAO SEBASTIAO;Rural;Municipal
15111687;E M E I F MARIA DA CONCEICAO CATOIA;Rural;Municipal
15118746;E M E I F SAO MATEUS;Rural;Municipal
15172937;COLEGIO BATISTA IDEAL;Urbana;Privada
15539253;E M E I F MURU I;Rural;Municipal
15539261;E M E F GONCALO VIEIRA;Urbana;Municipal
15539296;E M E I F TROPICAL;Rural;Municipal
15558703;E M E I F PARAISO;Rural;Municipal
15564495;E M E F FRANCISCO DE ASSIS ROSA DE JESUS;Urbana;Municipal
15643336;E M E F VEREADOR GELMIREZ LAZARO DA FONSECA;Rural;Municipal
15024741;EMEIF SANTO AGOSTINHO;Urbana;Municipal
15024784;E M E F PROF ODIZIA CORREA FARIAS;Urbana;Municipal
15024806;E M E F MIGUEL BITAR;Urbana;Municipal
15024814;E M E F PROFESSOR ESTEVAO GOMES;Urbana;Municipal
15024881;E M E F ADOLFO F REBELO;Rural;Municipal
15024970;E M E F FE EM DEUS - RIO PARARIJOS;Rural;Municipal
15025071;E M E F PRINCESA ISABEL - RIO MEARIM;Rural;Municipal
15025136;E M E F SAO FRANCISCO - RIO TAUAU;Rural;Municipal
15025217;E M E F STA IZABEL - RIO JUPATITUBA;Rural;Municipal
15025365;E M E I F JOAO PEREIRA SEIXAS RIO JABURUZINHO;Rural;Municipal
15025411;E M E F NOVA VIDA RIO MACUJUBIM;Rural;Municipal
15025420;E M E F PALACIO DE CRISTAL RIO JABURU;Rural;Municipal
15025535;E M E I F SAO PAULO RIO BAIANO;Rural;Municipal
15025578;E M E I F IDEVALDO DOS SANTOS PAES RIO JABURU;Rural;Municipal
15025683;E M E F CEL EVANGELISTA MEDEIROS RIO TAJAPURU;Rural;Municipal
15025748;E M E F JOSE BARROS DE SA RIO LIMAO;Rural;Municipal
15025756;E M E F LAURA MARQUES DA SILVA RIO MARIAIZINHO;Rural;Municipal
15025764;E M E F MACHADO PAES RIO JACARE GRANDE;Rural;Municipal
15025772;E M E I F MAJOR RAFAEL MAIA CURUMU;Rural;Municipal
15026019;E M E F SAO JORGE RIO ITUQUARA;Rural;Municipal
15026060;E M E F SAO RAIMUNDO RIO ARROZAL;Rural;Municipal
15026175;E M E I F TALISMA RIO CONTRA MARE;Rural;Municipal
15026191;E M E I F VENANCIO LEAO RIO CURUMU;Rural;Municipal
15026264;E M E F CANTA GALO RIO MAPUA;Rural;Municipal
15026310;EMEIF IVO MAINARDI;Rural;Municipal
15026345;E M E I F JOAQUIM NUNES HORTAS LAGO DO JACARE;Rural;Municipal
15026582;E M E F SAO JOAO DA GALILEIA - FURO DA ILHA COMPRIDA;Rural;Municipal
15026604;E M E F SAO PEDRO RIO ITACOERA;Rural;Municipal
15128008;CENTRO EDUC DA ILHA MARAJOCEDIM;Urbana;Municipal
15150607;E M E F SAO FRANCISCO - RIO BUIUSSU;Rural;Municipal
15150968;E M E I F JUSTINO COSTA;Rural;Municipal
15150976;E M E F JOSE DE MATOS - RIO OLERIA;Rural;Municipal
15150984;E M E I F SANTO ANTONIO RIO ARANAIZINHO;Rural;Municipal
15155633;E M E F BOM JARDIM RIO JACAREZINHO;Rural;Municipal
15155650;E M E F SAO FRANCISCO - CORRE DO ARANAI;Rural;Municipal
15155676;E M E F BOM FUTURO RIO MANTEIGA;Rural;Municipal
15155714;E M E I F SAO BENEDITO JACARE GRANDE;Rural;Municipal
15155722;E M E I F SANTA RITA RIO CUMARU;Rural;Municipal
15159043;E M E I F ANTONIO DE JESUS MACHADO DA SILVA RIO ITUQUARA;Rural;Municipal
15160548;C E M E F PROFESSOR RAIMUNDO PEREIRA PINHEIRO;Urbana;Municipal
15161706;EMEF SANTA MONICA;Urbana;Municipal
15167330;NUCLEO DE EXCELENCIA MARAJOARA;Urbana;Privada
15214028;EMEF DOLORES GOUVEIA CAMARA RIO FURO DO GIL;Rural;Municipal
15225208;E M E F BOM JESUS;Urbana;Municipal
15228223;E M E F ARCO IRIS RIO BEXIGA;Rural;Municipal
15525040;E M E F LICA ALVES RIO JACAREZINHO;Rural;Municipal
15525287;E M E F SAO PEDRO - RIO PARARIJOS;Rural;Municipal
15526780;E M E F NSRA DA PIEDADE - RIO PARUACA;Rural;Municipal
15526836;E M E F NOSSA SENHORA DO CARMO RIO MARIAI GRANDE;Rural;Municipal
15545334;E M E F IRMAOS MARQUES RIO TAMBAQUI;Rural;Municipal
15545814;E M E F VENANCIO DOS SANTOS PANTOJA RIO MATUNI;Rural;Municipal
15549550;E M E F SANTA LUZIA - RIO TAUAU;Rural;Municipal
15555836;E M E F SAO FELIX RIO ARAMA;Rural;Municipal
15555925;E M E I F SANTA MARIA RIO MAPUA;Rural;Municipal
15556263;E M E F SANTO ANTONIO RIO MUTUNQUARA;Rural;Municipal
15563022;E M E F SEBASTIAO AMADO II RIO MUTUTI DOS MELOS;Rural;Municipal
15563057;E M E F NOSSA SENHORA SANTANA RIO MARIAI GRANDE;Rural;Municipal
15044327;EEEFM DOM MARIO DE MIRANDA VILAS BOAS;Urbana;Estadual
15044378;E M E I E F NOSSA SENHORA DA CONCEICAO;Rural;Municipal
15044513;E M E F LAZARO CONCEICAO SANTOS;Rural;Municipal
15044564;E M E F NOVA PROVIDENCIA;Rural;Municipal
15044629;E M E F ONEIDE AVELINO DE FRANCA;Rural;Municipal
15044637;E M E I F PROFA IZOLINA REIS DA SILVA;Urbana;Municipal
15044645;E M E F ROSILA TRINDADE;Rural;Municipal
15044696;E M E I F SAO BENEDITO;Rural;Municipal
15044785;E M E F SAO MOACIR;Rural;Municipal
15044882;E M E I E F SANTO ANDRE;Rural;Municipal
15044890;E M E F DOM ANGELO FROSI;Urbana;Municipal
